"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"5-14 years"	"5-14"	"2011"	"2011"	"Nov., 2011"	"2011/11"	28	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2011"	"2011"	"Dec., 2011"	"2011/12"	20	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Jan., 2012"	"2012/01"	24	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Feb., 2012"	"2012/02"	26	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Mar., 2012"	"2012/03"	32	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Apr., 2012"	"2012/04"	36	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"May, 2012"	"2012/05"	30	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Jun., 2012"	"2012/06"	18	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Jul., 2012"	"2012/07"	20	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Aug., 2012"	"2012/08"	25	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Sep., 2012"	"2012/09"	29	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Oct., 2012"	"2012/10"	23	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Nov., 2012"	"2012/11"	26	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2012"	"2012"	"Dec., 2012"	"2012/12"	22	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Jan., 2013"	"2013/01"	39	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Feb., 2013"	"2013/02"	27	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Mar., 2013"	"2013/03"	34	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Apr., 2013"	"2013/04"	41	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"May, 2013"	"2013/05"	42	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Jun., 2013"	"2013/06"	28	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Jul., 2013"	"2013/07"	33	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Aug., 2013"	"2013/08"	21	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Sep., 2013"	"2013/09"	36	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Oct., 2013"	"2013/10"	33	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Nov., 2013"	"2013/11"	31	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2013"	"2013"	"Dec., 2013"	"2013/12"	30	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Jan., 2014"	"2014/01"	35	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Feb., 2014"	"2014/02"	35	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Mar., 2014"	"2014/03"	36	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Apr., 2014"	"2014/04"	33	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"May, 2014"	"2014/05"	33	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Jun., 2014"	"2014/06"	28	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Jul., 2014"	"2014/07"	26	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Aug., 2014"	"2014/08"	38	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Sep., 2014"	"2014/09"	44	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Oct., 2014"	"2014/10"	40	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Nov., 2014"	"2014/11"	40	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2014"	"2014"	"Dec., 2014"	"2014/12"	39	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Jan., 2015"	"2015/01"	34	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Feb., 2015"	"2015/02"	37	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Mar., 2015"	"2015/03"	43	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Apr., 2015"	"2015/04"	39	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"May, 2015"	"2015/05"	39	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Jun., 2015"	"2015/06"	28	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Jul., 2015"	"2015/07"	25	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Aug., 2015"	"2015/08"	34	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Sep., 2015"	"2015/09"	25	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Oct., 2015"	"2015/10"	32	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Nov., 2015"	"2015/11"	49	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2015"	"2015"	"Dec., 2015"	"2015/12"	28	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Jan., 2016"	"2016/01"	42	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Feb., 2016"	"2016/02"	45	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Mar., 2016"	"2016/03"	33	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Apr., 2016"	"2016/04"	41	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"May, 2016"	"2016/05"	30	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Jun., 2016"	"2016/06"	19	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Jul., 2016"	"2016/07"	31	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Aug., 2016"	"2016/08"	41	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Sep., 2016"	"2016/09"	44	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Oct., 2016"	"2016/10"	41	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Nov., 2016"	"2016/11"	54	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2016"	"2016"	"Dec., 2016"	"2016/12"	22	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Jan., 2017"	"2017/01"	36	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Feb., 2017"	"2017/02"	46	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Mar., 2017"	"2017/03"	45	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Apr., 2017"	"2017/04"	59	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"May, 2017"	"2017/05"	46	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Jun., 2017"	"2017/06"	34	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Jul., 2017"	"2017/07"	32	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Aug., 2017"	"2017/08"	41	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Sep., 2017"	"2017/09"	45	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Oct., 2017"	"2017/10"	47	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Nov., 2017"	"2017/11"	41	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2017"	"2017"	"Dec., 2017"	"2017/12"	50	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Jan., 2018"	"2018/01"	54	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Feb., 2018"	"2018/02"	60	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Mar., 2018"	"2018/03"	50	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Apr., 2018"	"2018/04"	50	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"May, 2018"	"2018/05"	61	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Jun., 2018"	"2018/06"	39	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Jul., 2018"	"2018/07"	38	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Aug., 2018"	"2018/08"	44	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Sep., 2018"	"2018/09"	45	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Oct., 2018"	"2018/10"	59	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Nov., 2018"	"2018/11"	57	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2018"	"2018"	"Dec., 2018"	"2018/12"	48	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Jan., 2019"	"2019/01"	64	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Feb., 2019"	"2019/02"	47	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Mar., 2019"	"2019/03"	46	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Apr., 2019"	"2019/04"	58	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"May, 2019"	"2019/05"	46	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Jun., 2019"	"2019/06"	37	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Jul., 2019"	"2019/07"	33	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Aug., 2019"	"2019/08"	42	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Sep., 2019"	"2019/09"	42	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Oct., 2019"	"2019/10"	46	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Nov., 2019"	"2019/11"	45	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2019"	"2019"	"Dec., 2019"	"2019/12"	40	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Jan., 1999"	"1999/01"	384	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Feb., 1999"	"1999/02"	294	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Mar., 1999"	"1999/03"	368	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Apr., 1999"	"1999/04"	342	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"May, 1999"	"1999/05"	349	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Jun., 1999"	"1999/06"	306	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Jul., 1999"	"1999/07"	314	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Aug., 1999"	"1999/08"	321	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Sep., 1999"	"1999/09"	299	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Oct., 1999"	"1999/10"	338	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Nov., 1999"	"1999/11"	331	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"1999"	"1999"	"Dec., 1999"	"1999/12"	254	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Jan., 2000"	"2000/01"	359	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Feb., 2000"	"2000/02"	347	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Mar., 2000"	"2000/03"	340	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Apr., 2000"	"2000/04"	326	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"May, 2000"	"2000/05"	349	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Jun., 2000"	"2000/06"	327	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Jul., 2000"	"2000/07"	300	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Aug., 2000"	"2000/08"	341	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Sep., 2000"	"2000/09"	313	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Oct., 2000"	"2000/10"	366	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Nov., 2000"	"2000/11"	324	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2000"	"2000"	"Dec., 2000"	"2000/12"	296	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Jan., 2001"	"2001/01"	309	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Feb., 2001"	"2001/02"	308	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Mar., 2001"	"2001/03"	336	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Apr., 2001"	"2001/04"	351	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"May, 2001"	"2001/05"	341	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Jun., 2001"	"2001/06"	331	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Jul., 2001"	"2001/07"	342	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Aug., 2001"	"2001/08"	312	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Sep., 2001"	"2001/09"	332	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Oct., 2001"	"2001/10"	362	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Nov., 2001"	"2001/11"	321	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2001"	"2001"	"Dec., 2001"	"2001/12"	318	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Jan., 2002"	"2002/01"	368	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Feb., 2002"	"2002/02"	301	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Mar., 2002"	"2002/03"	324	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Apr., 2002"	"2002/04"	326	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"May, 2002"	"2002/05"	374	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Jun., 2002"	"2002/06"	302	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Jul., 2002"	"2002/07"	343	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Aug., 2002"	"2002/08"	369	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Sep., 2002"	"2002/09"	332	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Oct., 2002"	"2002/10"	338	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Nov., 2002"	"2002/11"	338	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2002"	"2002"	"Dec., 2002"	"2002/12"	289	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Jan., 2003"	"2003/01"	342	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Feb., 2003"	"2003/02"	301	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Mar., 2003"	"2003/03"	339	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Apr., 2003"	"2003/04"	346	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"May, 2003"	"2003/05"	338	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Jun., 2003"	"2003/06"	351	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Jul., 2003"	"2003/07"	330	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Aug., 2003"	"2003/08"	295	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Sep., 2003"	"2003/09"	352	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Oct., 2003"	"2003/10"	335	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Nov., 2003"	"2003/11"	354	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2003"	"2003"	"Dec., 2003"	"2003/12"	297	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Jan., 2004"	"2004/01"	373	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Feb., 2004"	"2004/02"	344	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Mar., 2004"	"2004/03"	368	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Apr., 2004"	"2004/04"	361	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"May, 2004"	"2004/05"	407	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Jun., 2004"	"2004/06"	314	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Jul., 2004"	"2004/07"	367	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Aug., 2004"	"2004/08"	350	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Sep., 2004"	"2004/09"	364	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Oct., 2004"	"2004/10"	361	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Nov., 2004"	"2004/11"	385	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2004"	"2004"	"Dec., 2004"	"2004/12"	309	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Jan., 2005"	"2005/01"	399	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Feb., 2005"	"2005/02"	295	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Mar., 2005"	"2005/03"	385	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Apr., 2005"	"2005/04"	360	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"May, 2005"	"2005/05"	369	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Jun., 2005"	"2005/06"	347	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Jul., 2005"	"2005/07"	369	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Aug., 2005"	"2005/08"	339	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Sep., 2005"	"2005/09"	347	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Oct., 2005"	"2005/10"	346	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Nov., 2005"	"2005/11"	344	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2005"	"2005"	"Dec., 2005"	"2005/12"	302	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Jan., 2006"	"2006/01"	331	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Feb., 2006"	"2006/02"	302	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Mar., 2006"	"2006/03"	347	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Apr., 2006"	"2006/04"	350	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"May, 2006"	"2006/05"	360	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Jun., 2006"	"2006/06"	343	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Jul., 2006"	"2006/07"	394	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Aug., 2006"	"2006/08"	341	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Sep., 2006"	"2006/09"	335	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Oct., 2006"	"2006/10"	385	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Nov., 2006"	"2006/11"	333	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2006"	"2006"	"Dec., 2006"	"2006/12"	351	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Jan., 2007"	"2007/01"	351	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Feb., 2007"	"2007/02"	309	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Mar., 2007"	"2007/03"	376	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Apr., 2007"	"2007/04"	332	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"May, 2007"	"2007/05"	357	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Jun., 2007"	"2007/06"	311	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Jul., 2007"	"2007/07"	390	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Aug., 2007"	"2007/08"	343	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Sep., 2007"	"2007/09"	340	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Oct., 2007"	"2007/10"	356	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Nov., 2007"	"2007/11"	333	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2007"	"2007"	"Dec., 2007"	"2007/12"	332	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Jan., 2008"	"2008/01"	377	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Feb., 2008"	"2008/02"	319	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Mar., 2008"	"2008/03"	354	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Apr., 2008"	"2008/04"	366	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"May, 2008"	"2008/05"	369	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Jun., 2008"	"2008/06"	352	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Jul., 2008"	"2008/07"	364	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Aug., 2008"	"2008/08"	360	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Sep., 2008"	"2008/09"	365	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Oct., 2008"	"2008/10"	393	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Nov., 2008"	"2008/11"	345	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2008"	"2008"	"Dec., 2008"	"2008/12"	331	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Jan., 2009"	"2009/01"	347	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Feb., 2009"	"2009/02"	342	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Mar., 2009"	"2009/03"	375	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Apr., 2009"	"2009/04"	360	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"May, 2009"	"2009/05"	400	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Jun., 2009"	"2009/06"	353	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Jul., 2009"	"2009/07"	339	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Aug., 2009"	"2009/08"	388	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Sep., 2009"	"2009/09"	389	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Oct., 2009"	"2009/10"	404	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Nov., 2009"	"2009/11"	333	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2009"	"2009"	"Dec., 2009"	"2009/12"	332	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"Jan., 2010"	"2010/01"	361	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"Feb., 2010"	"2010/02"	348	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"Mar., 2010"	"2010/03"	404	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"Apr., 2010"	"2010/04"	385	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"May, 2010"	"2010/05"	379	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"Jun., 2010"	"2010/06"	343	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"Jul., 2010"	"2010/07"	384	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"Aug., 2010"	"2010/08"	424	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"Sep., 2010"	"2010/09"	427	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"Oct., 2010"	"2010/10"	421	Not Applicable	Not Applicable
