"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"5-14 years"	"5-14"	"1999"	"1999"	"Feb., 1999"	"1999/02"	24	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"1999"	"1999"	"Mar., 1999"	"1999/03"	31	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"1999"	"1999"	"Apr., 1999"	"1999/04"	24	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"1999"	"1999"	"May, 1999"	"1999/05"	24	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"1999"	"1999"	"Jun., 1999"	"1999/06"	13	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"1999"	"1999"	"Jul., 1999"	"1999/07"	15	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"1999"	"1999"	"Aug., 1999"	"1999/08"	20	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"1999"	"1999"	"Sep., 1999"	"1999/09"	20	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"1999"	"1999"	"Oct., 1999"	"1999/10"	14	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"1999"	"1999"	"Nov., 1999"	"1999/11"	14	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"1999"	"1999"	"Dec., 1999"	"1999/12"	19	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2000"	"2000"	"Jan., 2000"	"2000/01"	36	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2000"	"2000"	"Feb., 2000"	"2000/02"	26	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"2000"	"2000"	"Mar., 2000"	"2000/03"	33	Not Applicable	Not Applicable
