month_end,ment_health_no_good_18_24,genhlth_no_good_18_24,ment_health_no_good_25on,genhlth_no_good_25on,divorced_widowed_separated,avg_close_apple_stock,avg_close_atandt_stock,avg_close_verizon_stock,x0_24_suicides,x25on_suicides,population_num_million,unemp_per,personal_save_rate,x0_24_suicides_per_thous,x25on_suicides_per_thous
2002-05-31,0.4211267605633803,0.005633802816901409,0.2866150006567713,0.05740181268882175,0.2697219238572622,0.42758925000000003,33.343636545454544,37.9941385,374,2395,287.39,0.057999999999999996,0.065,1301.3674797313754,8333.623299349316
2002-06-30,0.4700162074554295,0.009724473257698542,0.2974516084110848,0.06001949589193706,0.2640836094825389,0.3395985,31.92000055,36.6901205,302,2280,287.63,0.057999999999999996,0.064,1049.9600180787818,7926.850467614644
2002-07-31,0.4415204678362573,0.0043859649122807015,0.29120084177298433,0.05195317637774563,0.26765799256505574,0.2857144,28.254545272727274,30.1183194,343,2468,287.87,0.057999999999999996,0.055,1191.5100566227811,8573.314343279952
2002-08-31,0.43025210084033616,0.0067226890756302525,0.28310256754940183,0.054173948111305284,0.26332094175960347,0.27361599999999997,26.941817863636363,28.009407500000002,369,2418,288.13,0.057,0.054000000000000006,1280.6719189254852,8392.045257349115
2002-09-30,0.45598591549295775,0.007042253521126761,0.29193899782135074,0.05759803921568627,0.27338942609569256,0.2577502,23.462499700000002,27.2548754,332,2309,288.38,0.057,0.057,1151.2587558083085,8006.796587835495
2002-10-31,0.4840182648401826,0.0076103500761035,0.30116731517509726,0.051250694830461366,0.27056766762649115,0.2706695,23.526521739130434,32.67239575,338,2248,288.61,0.057,0.057,1171.1305914555974,7789.057898201725
2002-11-30,0.45045045045045046,0.0075075075075075074,0.2873812101527728,0.05148562492481655,0.2641028482766264,0.28258925,26.7585,35.94368275,338,2138,288.8,0.059000000000000004,0.057,1170.3601108033242,7403.047091412742
2002-12-31,0.4428341384863124,0.00322061191626409,0.30172079182300426,0.05744598266269892,0.26883765153315903,0.2601426,26.95142861904762,35.6563492,289,2131,289,0.06,0.055,1000,7373.702422145329
2003-01-31,0.4423963133640553,0.004608294930875576,0.3074281057166143,0.054488298987076494,0.27750887383026784,0.25437525,27.30619085714286,34.1562775,342,2338,289.13,0.057999999999999996,0.055,1182.8589215923632,8086.327949365337
2003-02-28,0.4563106796116505,0.009101941747572815,0.3011740200719561,0.05548191630373035,0.2679123655211464,0.262634,22.989473789473685,32.5419945,301,1991,289.26,0.059000000000000004,0.055999999999999994,1040.5863237226024,6883.0809652216
2003-03-31,0.4730473047304731,0.00935093509350935,0.31581879741139157,0.05400077143959199,0.27443089912021146,0.26175,20.74095223809524,32.1363994,339,2426,289.4,0.059000000000000004,0.053,1171.3890808569456,8382.861091914305
2003-04-30,0.4855421686746988,0.01144578313253012,0.31119010248361184,0.04971840088634475,0.27116986906988605,0.24160725,21.54904761904762,31.8877375,346,2285,289.55,0.06,0.053,1194.9576929718528,7891.555862545329
2003-05-31,0.4585870889159562,0.013398294762484775,0.3117792814257124,0.05389307157152387,0.2744573558430169,0.32754475,24.354285952380952,33.225479,338,2444,289.82,0.061,0.057999999999999996,1166.241115174936,8432.820371264925
2003-06-30,0.46601941747572817,0.008414239482200648,0.3194071421466229,0.055853973938127924,0.27095445181963834,0.3272498,25.88047619047619,35.8649926,351,2451,290.11,0.063,0.055,1209.885905346248,8448.519527075936
2003-07-31,0.45719973457199736,0.009953550099535502,0.3119492966455403,0.054567939403308084,0.27537607364874483,0.3704465,24.61,32.41833575,330,2436,290.39,0.062,0.062,1136.402768690382,8388.718619787182
2003-08-31,0.4627062706270627,0.007260726072607261,0.30965527533204,0.05456896980550167,0.2739832920223997,0.36982125,23.28714280952381,31.78206575,295,2392,290.66,0.061,0.06,1014.9315351269523,8229.546549232778
2003-09-30,0.4766619519094767,0.011315417256011316,0.31510527059488486,0.053318261033394564,0.278391167192429,0.394857,22.924285857142856,31.208298,352,2202,290.92,0.061,0.051,1209.9546267014987,7569.091159081534
2003-10-31,0.49126344086021506,0.002688172043010753,0.3256767012395649,0.05666582342524665,0.2713279537291851,0.41035699999999997,22.532174086956523,29.52251775,335,2224,291.16,0.06,0.053,1150.5701332600631,7638.411869762329
2003-11-30,0.4680252986647927,0.009135628952916374,0.3222781906139345,0.057403620767044035,0.27218142349083185,0.38013399999999997,23.358947157894736,29.18752,354,2138,291.36,0.057999999999999996,0.054000000000000006,1214.99176276771,7338.001098297638
2003-12-31,0.4667143879742305,0.009305654974946313,0.30752910737386807,0.05604139715394567,0.2746255760368664,0.3696428,24.747272636363636,30.6021546,297,2108,291.55,0.057,0.054000000000000006,1018.6931915623392,7230.320699708454
2004-01-31,0.47784200385356457,0.010276172125883108,0.31159755646057014,0.05326730840429471,0.2748144015791958,0.40553550000000005,26.5000001,33.15128525,373,2231,291.72,0.057,0.05,1278.6233374468668,7647.744412450294
2004-02-29,0.4582850521436848,0.008111239860950173,0.31293124441918985,0.05592986443704846,0.27419962335216574,0.41084825,25.044210421052632,33.794301250000004,344,2158,291.89,0.055999999999999994,0.05,1178.5261571139813,7393.196067011546
2004-03-31,0.4568279240661359,0.009185548071034905,0.3150358991484388,0.05802546441243999,0.2803062691904077,0.4810714,24.496956695652173,33.746186800000004,368,2468,292.11,0.057999999999999996,0.049,1259.799390640512,8448.87200027387
2004-04-30,0.4712858926342072,0.010611735330836454,0.31476615869679453,0.0581537922578385,0.279318477553676,0.4919195,24.822857142857142,33.57621475,361,2352,292.35,0.055999999999999994,0.053,1234.8212758679665,8045.151359671627
2004-05-31,0.4852752880921895,0.0076824583866837385,0.31929336002088593,0.06118363794604004,0.28054610273861613,0.4917142,24.50199995,32.0968292,407,2359,292.57,0.055999999999999994,0.052000000000000005,1391.1200738284854,8063.027651502205
2004-06-30,0.47878063359234907,0.005379557680812911,0.3094141448926004,0.05694976539968146,0.2811265807635537,0.5733485,24.232381,32.43632325,314,2401,292.81,0.055999999999999994,0.057999999999999996,1072.367747003176,8199.856562275878
2004-07-31,0.44775174160861303,0.007599746675110829,0.30551472132386914,0.05712125666764669,0.28441192581579156,0.559241,23.983809476190476,32.35313675,367,2537,293.06,0.055,0.052000000000000005,1252.303282604245,8656.930321435882
2004-08-31,0.4332909783989835,0.010800508259212199,0.30990873533246416,0.057018687527162104,0.28325590789739447,0.575,25.46090927272727,35.2606476,350,2387,293.31,0.054000000000000006,0.051,1193.2767379223349,8138.147352630323
2004-09-30,0.4524660471765547,0.009292351679771264,0.31495608977202166,0.055797037168455604,0.2837865891633797,0.66504475,26.29000004761905,36.25619675,364,2344,293.57,0.054000000000000006,0.046,1239.9087100180536,7984.467077698676
2004-10-31,0.4771953710006807,0.009530292716133424,0.31119321521538335,0.05831723906289361,0.2774436976771607,0.8230802500000001,26.243809476190474,35.898717,361,2401,293.8,0.055,0.045,1228.7270251872021,8172.226004084411
2004-11-30,0.4683965402528277,0.00998003992015968,0.31323460272684533,0.06006111894687353,0.2811949500880799,1.0450716,25.884285761904763,37.3003106,385,2255,294.02,0.054000000000000006,0.04,1309.434732331134,7669.546289368071
2004-12-31,0.48590686274509803,0.013480392156862746,0.31760413743334803,0.06013711261676623,0.28564496864735744,1.1542412499999999,25.73136372727273,36.63840975,309,2156,294.23,0.054000000000000006,0.068,1050.198824049213,7327.600856472827
2005-01-31,0.46963824289405687,0.008397932816537468,0.3119549619163263,0.05865469531939947,0.28524975785249757,1.2955712,24.6560001,33.3253042,399,2291,294.38,0.053,0.036000000000000004,1355.3909912358176,7782.458047421699
2005-02-28,0.4558918222794591,0.00901481004507405,0.3054635472961194,0.058507670850767086,0.28476647178611314,1.5295985,24.30421042105263,32.4295785,295,2148,294.56,0.054000000000000006,0.032,1001.493753394894,7292.232482346551
2005-03-31,0.44839255499153974,0.012408347433728144,0.3071981210279083,0.060237634705719814,0.2811721706504512,1.4876785,23.790000136363638,31.7393485,385,2435,294.78,0.052000000000000005,0.034,1306.0587556822038,8260.397584639391
2005-04-30,0.46039309112567006,0.007742703990470518,0.3162364584726495,0.061020462752440816,0.28301294132428695,1.34508925,23.545714285714286,31.2694525,360,2433,295.03,0.052000000000000005,0.03,1220.2148934006711,8246.618987899536
2005-05-31,0.4777031154551008,0.006719609040928528,0.314697584806991,0.06123993669579578,0.284726262038653,1.3454284,23.560952333333333,31.3827662,369,2515,295.26,0.051,0.035,1249.745986588092,8517.916412653256
2005-06-30,0.4514792899408284,0.011242603550295858,0.3081255313119864,0.06021749141015196,0.28302512096506927,1.32482125,23.68136390909091,31.2334795,347,2410,295.52,0.05,0.027999999999999997,1174.201407688143,8155.116404981051
2005-07-31,0.46049966239027684,0.012153950033760972,0.30499844527363185,0.05997356965174129,0.28494917477319925,1.48616075,23.92850005,30.911971,369,2457,295.77,0.05,0.022000000000000002,1247.591033573385,8307.13054062278
2005-08-31,0.4485294117647059,0.0066844919786096255,0.306813634544727,0.05773218378260395,0.28693240189028146,1.6205714,24.299130130434783,29.5913158,339,2409,296.04,0.049,0.026000000000000002,1145.1155249290637,8137.413862991487
2005-09-30,0.4554234769687964,0.010401188707280832,0.31840721822452556,0.05670929495544536,0.28500405486407393,1.869018,23.92666661904762,29.315674,347,2418,296.31,0.05,0.026000000000000002,1171.070837973744,8160.372582768048
2005-10-31,0.45626822157434405,0.007288629737609329,0.3121105295018338,0.06135602877287943,0.2858827096035302,1.9755714,23.037142857142857,27.4491294,346,2368,296.51,0.05,0.03,1166.908367340056,7986.239924454488
2005-11-30,0.47200622083981336,0.007776049766718507,0.3020452747749444,0.06124524464198275,0.29146894066435935,2.39348225,24.15047619047619,28.542256000000002,344,2224,296.76,0.05,0.035,1159.1858741070225,7494.2714651570295
2005-12-31,0.443666899930021,0.00979706088173548,0.30340002109630465,0.05650293590239443,0.2835285918157379,2.59535725,24.84571442857143,27.46756525,302,2241,296.99,0.049,0.036000000000000004,1016.8692548570659,7545.708609717499
2006-01-31,0.45663265306122447,0.006802721088435374,0.30669456066945605,0.055397489539748955,0.29008930688374296,2.7275714,25.06899985,28.4581694,331,2379,297.22,0.047,0.042,1113.6531861920462,8004.171993809299
2006-02-28,0.44479745830023826,0.011914217633042097,0.30228143957720793,0.056459116453905986,0.28555829517435716,2.47125,27.570000052631578,30.43083325,302,2112,297.42,0.048,0.042,1015.3990989173558,7101.069195077667
2006-03-31,0.4785604900459418,0.009954058192955589,0.3101252001746979,0.05805277525022748,0.29076695250886797,2.23687525,27.18347847826087,30.943448250000003,347,2405,297.65,0.047,0.042,1165.7987569292793,8079.959684192845
2006-04-30,0.46722560975609756,0.012195121951219513,0.3056321672231093,0.061003048337930035,0.2920071413857035,2.443661,26.024737157894737,29.71137625,350,2487,297.87,0.047,0.039,1175.009232215396,8349.279887199113
2006-05-31,0.47089262613195343,0.009702457956015523,0.3080692376225022,0.06001209151366659,0.2928691678691679,2.3522144,25.77318181818182,28.6236448,360,2583,298.12,0.046,0.037000000000000005,1207.5674225144237,8664.296256540989
2006-06-30,0.43754175016700064,0.01002004008016032,0.304448848493132,0.05860042369985649,0.2953982699295752,2.079464,27.191818363636365,29.30892875,343,2525,298.38,0.046,0.039,1149.5408539446344,8462.36342918426
2006-07-31,0.4220532319391635,0.013688212927756654,0.2973129782064764,0.05762048083547884,0.2883798959189263,2.1477142,27.897999849999998,29.443827,394,2584,298.63,0.047,0.033,1319.3584033754144,8652.848005893582
2006-08-31,0.45141545524100996,0.0076511094108645756,0.31069966049490744,0.0600609009135137,0.29096690847659745,2.39901775,30.573912782608694,31.1975065,341,2459,298.91,0.047,0.036000000000000004,1140.811615536449,8226.556488575156
2006-09-30,0.463081130355515,0.008204193254329991,0.30871983842964956,0.05817949899018531,0.29132210483680426,2.6482145,32.07050025,32.699375,335,2381,299.16,0.045,0.035,1119.802112581896,7958.951731514908
2006-10-31,0.45692567567567566,0.006756756756756757,0.3033983991012498,0.05715489397556523,0.2952511354528453,2.7706428,33.36636359090909,33.6688454,385,2472,299.4,0.044000000000000004,0.035,1285.9051436205746,8256.513026052104
2006-11-30,0.45843621399176954,0.011522633744855968,0.3055613631611959,0.06007387274374521,0.2898915890329211,3.14214275,33.29666619047619,32.29932125,333,2358,299.66,0.045,0.039,1111.2594273509976,7868.918107188146
2006-12-31,0.4493322859387274,0.01021209740769835,0.3060614486306131,0.05943278187126373,0.2878578024007387,3.0626785,35.11149995,33.976428,351,2275,299.89,0.044000000000000004,0.037000000000000005,1170.429157357698,7586.114908799894
2007-01-31,0.4489139179404666,0.009654062751407884,0.3046922804418537,0.06048114392451129,0.30039283083722074,3.1307144,35.2650004,35.093882,351,2475,300.1,0.046,0.036000000000000004,1169.610129956681,8247.250916361212
