DATE,USALORSGPNOSTSAM
1960-01-01,100.997070882715
1960-02-01,101.007099755742
1960-03-01,100.933190385279
1960-04-01,100.777603411693
1960-05-01,100.558771958948
1960-06-01,100.293818925836
1960-07-01,99.9856399540813
1960-08-01,99.6337225819016
1960-09-01,99.247680886974
1960-10-01,98.8633616515876
1960-11-01,98.5264227574931
1960-12-01,98.2761890794924
1961-01-01,98.1264529368308
1961-02-01,98.0780587123198
1961-03-01,98.1236614679718
1961-04-01,98.2447490143385
1961-05-01,98.4212588863196
1961-06-01,98.6353831400649
1961-07-01,98.8710576793332
1961-08-01,99.1152400083822
1961-09-01,99.3572470993368
1961-10-01,99.5870599615207
1961-11-01,99.794867609106
1961-12-01,99.9710592478581
1962-01-01,100.107378806486
1962-02-01,100.197187729675
1962-03-01,100.238187947363
1962-04-01,100.238066169036
1962-05-01,100.206457191703
1962-06-01,100.149572649795
1962-07-01,100.066860198203
1962-08-01,99.9558143339888
1962-09-01,99.8183315080413
1962-10-01,99.6687463756191
1962-11-01,99.5260610462256
1962-12-01,99.4069639392042
1963-01-01,99.318291214595
1963-02-01,99.2625953936121
1963-03-01,99.2412430760559
1963-04-01,99.2548931326818
1963-05-01,99.3020988854457
1963-06-01,99.3751510859061
1963-07-01,99.4532448409168
1963-08-01,99.5147829273592
1963-09-01,99.5489821325251
1963-10-01,99.5683007567104
1963-11-01,99.5931503328145
1963-12-01,99.6375131344353
1964-01-01,99.6940296975566
1964-02-01,99.7460392708596
1964-03-01,99.77842272838
1964-04-01,99.7884802006799
1964-05-01,99.778769346604
1964-06-01,99.751394410412
1964-07-01,99.7036023915101
1964-08-01,99.6340651300352
1964-09-01,99.5504293088527
1964-10-01,99.4782091507613
1964-11-01,99.4464892040266
1964-12-01,99.4729694958278
1965-01-01,99.5461445676594
1965-02-01,99.6444150293136
1965-03-01,99.7515104644131
1965-04-01,99.8699432586439
1965-05-01,100.012126068371
1965-06-01,100.190623103578
1965-07-01,100.406613364002
1965-08-01,100.654866342035
1965-09-01,100.925872877531
1965-10-01,101.205525385911
1965-11-01,101.475617771273
1965-12-01,101.713639316159
1966-01-01,101.893215805118
1966-02-01,101.990527020271
1966-03-01,101.994909529668
1966-04-01,101.92515803241
1966-05-01,101.811117399917
1966-06-01,101.680741868004
1966-07-01,101.550719045594
1966-08-01,101.428823266263
1966-09-01,101.316461013898
1966-10-01,101.210825463952
1966-11-01,101.106174041929
1966-12-01,100.994832469413
1967-01-01,100.868345003371
1967-02-01,100.72075023175
1967-03-01,100.553123561196
1967-04-01,100.379777669808
1967-05-01,100.219884321589
1967-06-01,100.089900577604
1967-07-01,99.9954184897265
1967-08-01,99.9386129538791
1967-09-01,99.9232689616229
1967-10-01,99.9572833376958
1967-11-01,100.048794241543
1967-12-01,100.198964619105
1968-01-01,100.390721802811
1968-02-01,100.598784190124
1968-03-01,100.796780519191
1968-04-01,100.963360780112
1968-05-01,101.082659712942
1968-06-01,101.147123433199
1968-07-01,101.163785856999
1968-08-01,101.147147591236
1968-09-01,101.115603745156
1968-10-01,101.090450505502
1968-11-01,101.088680380006
1968-12-01,101.115565933009
1969-01-01,101.155739740569
1969-02-01,101.185758489239
1969-03-01,101.185787334202
1969-04-01,101.152099784552
1969-05-01,101.087033968153
1969-06-01,100.991510382637
1969-07-01,100.859987022516
1969-08-01,100.684915714606
1969-09-01,100.463870466848
1969-10-01,100.209784063284
1969-11-01,99.9417721815867
1969-12-01,99.6785841658898
1970-01-01,99.4333354359887
1970-02-01,99.2148334431904
1970-03-01,99.0277311445795
1970-04-01,98.8708626645773
1970-05-01,98.7390648021064
1970-06-01,98.6228567387501
1970-07-01,98.50636275937
1970-08-01,98.3792425566272
1970-09-01,98.24851463977
1970-10-01,98.1509848146619
1970-11-01,98.1276012390548
1970-12-01,98.1956929387293
1971-01-01,98.3302641390941
1971-02-01,98.482195522617
1971-03-01,98.6058105104489
1971-04-01,98.6851844368687
1971-05-01,98.7215941279461
1971-06-01,98.7239168189099
1971-07-01,98.7019720578783
1971-08-01,98.6677706543282
1971-09-01,98.6384387209338
1971-10-01,98.6399680602586
1971-11-01,98.6993628919588
1971-12-01,98.834623959887
1972-01-01,99.0404693185286
1972-02-01,99.2994638549832
1972-03-01,99.5878413507959
1972-04-01,99.8773941876842
1972-05-01,100.144308342422
1972-06-01,100.377922519637
1972-07-01,100.59104908717
1972-08-01,100.807273306501
1972-09-01,101.049545573291
1972-10-01,101.328445793464
1972-11-01,101.643198207232
1972-12-01,101.979928833036
1973-01-01,102.307191427168
1973-02-01,102.586562106623
1973-03-01,102.784072899387
1973-04-01,102.885195343306
1973-05-01,102.888555300782
1973-06-01,102.806344827894
1973-07-01,102.671548426411
1973-08-01,102.518502782775
1973-09-01,102.367505575892
1973-10-01,102.211080826357
1973-11-01,102.030255109449
1973-12-01,101.811105592411
1974-01-01,101.56286952577
1974-02-01,101.302341914305
1974-03-01,101.040608373524
1974-04-01,100.770952149445
1974-05-01,100.47909667209
1974-06-01,100.153903500473
1974-07-01,99.7994847700068
1974-08-01,99.4261836369984
1974-09-01,99.0438197461286
1974-10-01,98.6564636566529
1974-11-01,98.2689811955075
1974-12-01,97.8937976319672
1975-01-01,97.5575302385504
1975-02-01,97.2908394166622
1975-03-01,97.1157955688807
1975-04-01,97.0419090764456
1975-05-01,97.0653769777744
1975-06-01,97.1742178994655
1975-07-01,97.3460662889593
1975-08-01,97.5586218812572
1975-09-01,97.7953799849624
1975-10-01,98.0482837873923
1975-11-01,98.311970756223
1975-12-01,98.5765522255821
1976-01-01,98.8192795859617
1976-02-01,99.0136937469634
1976-03-01,99.1401949439097
1976-04-01,99.199845053491
1976-05-01,99.2040652504413
1976-06-01,99.1688065276124
1976-07-01,99.1125144286329
1976-08-01,99.0533100128667
1976-09-01,99.0076169015503
1976-10-01,98.9889407835905
1976-11-01,99.0091015082495
1976-12-01,99.0774395443372
1977-01-01,99.1971377959444
1977-02-01,99.3669566756446
1977-03-01,99.5791204084634
1977-04-01,99.8134159843109
1977-05-01,100.043293838905
1977-06-01,100.240309765052
1977-07-01,100.378872914351
1977-08-01,100.441308612432
1977-09-01,100.427019362201
1977-10-01,100.366837456034
1977-11-01,100.307500843448
1977-12-01,100.29957245278
1978-01-01,100.385692818094
1978-02-01,100.591720779743
1978-03-01,100.911021796695
1978-04-01,101.301825003988
1978-05-01,101.701932669378
1978-06-01,102.060557327212
1978-07-01,102.352604879899
1978-08-01,102.575759844039
1978-09-01,102.73485988632
1978-10-01,102.831081137066
1978-11-01,102.862919060509
1978-12-01,102.831854637616
1979-01-01,102.752753805143
1979-02-01,102.645474161637
1979-03-01,102.530166612462
1979-04-01,102.424907410112
1979-05-01,102.342742611096
1979-06-01,102.288302497316
1979-07-01,102.253004531528
1979-08-01,102.22135479772
1979-09-01,102.176036809288
1979-10-01,102.102930693536
1979-11-01,101.987447801687
1979-12-01,101.813096193202
1980-01-01,101.563315657106
1980-02-01,101.229006547064
1980-03-01,100.821410084199
1980-04-01,100.390649292823
1980-05-01,100.001958885544
1980-06-01,99.7144612813629
1980-07-01,99.5578459909762
1980-08-01,99.5411081725132
1980-09-01,99.6514842141771
1980-10-01,99.8598882429441
1980-11-01,100.121834702814
1980-12-01,100.388144316183
1981-01-01,100.611971326756
1981-02-01,100.758280721861
1981-03-01,100.816420203694
1981-04-01,100.804118723525
1981-05-01,100.751831676124
1981-06-01,100.678109388545
1981-07-01,100.56788583101
1981-08-01,100.391025129005
1981-09-01,100.123292500836
1981-10-01,99.7716163165778
1981-11-01,99.3602354784412
1981-12-01,98.9227013329672
1982-01-01,98.4981574139025
1982-02-01,98.1208144253654
1982-03-01,97.8087479602629
1982-04-01,97.5493852326066
1982-05-01,97.3190780048755
1982-06-01,97.0982272777239
1982-07-01,96.8838816744367
1982-08-01,96.6854054319617
1982-09-01,96.5195222814648
1982-10-01,96.4040753951507
1982-11-01,96.3572936109059
1982-12-01,96.3932023421039
1983-01-01,96.5117906635676
1983-02-01,96.7068663519817
1983-03-01,96.9674617536095
1983-04-01,97.2732522139618
1983-05-01,97.6032769965037
1983-06-01,97.9410385043675
1983-07-01,98.2774892299788
1983-08-01,98.6086966933296
1983-09-01,98.9331141927064
1983-10-01,99.248738186334
1983-11-01,99.552740782456
1983-12-01,99.8412979686584
1984-01-01,100.109835252753
1984-02-01,100.352237449825
1984-03-01,100.561117865159
1984-04-01,100.729616982845
1984-05-01,100.851524036402
1984-06-01,100.92398997438
1984-07-01,100.953279612474
1984-08-01,100.94913412982
1984-09-01,100.92201959562
1984-10-01,100.882617655259
1984-11-01,100.840165432445
1984-12-01,100.801577760332
1985-01-01,100.770696413117
1985-02-01,100.75025207915
1985-03-01,100.74317114769
1985-04-01,100.753045659706
1985-05-01,100.781993459676
1985-06-01,100.827239473871
1985-07-01,100.876260695573
1985-08-01,100.91371130116
1985-09-01,100.927985430211
1985-10-01,100.918520964061
1985-11-01,100.889509125463
1985-12-01,100.845299596757
1986-01-01,100.787233387322
1986-02-01,100.715496311181
1986-03-01,100.631975315338
1986-04-01,100.544098470681
1986-05-01,100.460122557278
1986-06-01,100.384843638078
1986-07-01,100.315139805716
1986-08-01,100.245045762993
1986-09-01,100.17044394399
1986-10-01,100.09380917817
1986-11-01,100.021207992803
1986-12-01,99.9595581555197
1987-01-01,99.9137193663296
1987-02-01,99.8870667106508
1987-03-01,99.8810150466586
1987-04-01,99.8932533402349
1987-05-01,99.921254702206
1987-06-01,99.9645309612527
1987-07-01,100.025827276017
1987-08-01,100.107363938517
1987-09-01,100.205865761984
1987-10-01,100.306198752603
1987-11-01,100.390775361111
1987-12-01,100.448892010262
1988-01-01,100.487242933571
1988-02-01,100.519130186244
1988-03-01,100.555199525023
1988-04-01,100.594790937541
1988-05-01,100.632999463124
1988-06-01,100.667573928195
1988-07-01,100.706011565004
1988-08-01,100.758897600921
1988-09-01,100.83312937444
1988-10-01,100.924249080437
1988-11-01,101.022292758717
1988-12-01,101.116534732654
1989-01-01,101.199865536324
1989-02-01,101.267614289788
1989-03-01,101.31728919531
1989-04-01,101.349571187464
1989-05-01,101.365872017734
1989-06-01,101.367293171759
1989-07-01,101.35488878182
1989-08-01,101.330818252513
1989-09-01,101.300639531816
1989-10-01,101.276579786604
1989-11-01,101.270611935963
1989-12-01,101.287284430235
1990-01-01,101.315405194557
1990-02-01,101.336151914468
1990-03-01,101.330448480949
1990-04-01,101.28697582567
1990-05-01,101.197771816102
1990-06-01,101.056647875411
1990-07-01,100.86097773385
1990-08-01,100.611379203169
1990-09-01,100.315360379715
1990-10-01,99.9947935625109
1990-11-01,99.6773509269194
1990-12-01,99.3899712708509
1991-01-01,99.1523920605431
1991-02-01,98.9775593984844
1991-03-01,98.8685086726152
1991-04-01,98.8107247476783
1991-05-01,98.7839748463706
1991-06-01,98.7702942145608
1991-07-01,98.7596833814551
1991-08-01,98.7496013494482
1991-09-01,98.7441744179624
1991-10-01,98.7532845152981
1991-11-01,98.7882442570794
1991-12-01,98.8563443473529
1992-01-01,98.9534177454301
1992-02-01,99.0703674187285
1992-03-01,99.1974295728476
1992-04-01,99.3268484802009
1992-05-01,99.4527375550578
1992-06-01,99.5705939766294
1992-07-01,99.6768807823184
1992-08-01,99.7673388451048
1992-09-01,99.835940345324
1992-10-01,99.8747964310875
1992-11-01,99.8767265321027
