month_end,ment_health_no_good_18_24,genhlth_no_good_18_24,divorced_widowed_separated_18_24,ment_health_no_good_25on,genhlth_no_good_25on,divorced_widowed_separated_25on,ment_health_no_good,genhlth_no_good,divorced_widowed_separated,avg_close_apple_stock,avg_close_atandt_stock,avg_close_facebook_stock,avg_close_tmobile_stock,avg_close_twitter_stock,avg_close_verizon_stock,gdp_quart,gdp_fill,x0_24_suicides,x25on_suicides,all_social_media_usage,x18_29_social_media_usage,x30_49_social_media_usage,x50_64_social_media_usage,x65_social_media_usage,population_num_million,broadband_usage_per,unemp_per,psavert,personal_save_rate
2006-03-31,0.4785604900459418,0.009954058192955589,0.020673813169984685,0.3101252001746979,0.05805277525022748,0.30349797983474686,0.3168732782369146,0.055752608560900856,0.29076695250886797,2.23687525,27.18347847826087,0,0,0,30.943448250000003,15267.026,15267.026,347,2405,0.08,0.16,0.09,0.05,0.02,297.65,0.42,0.047,4.2,0.042
2006-04-30,0.46722560975609756,0.012195121951219513,0.035823170731707314,0.3056321672231093,0.061003048337930035,0.30443460589345334,0.31216095584700954,0.058676096958044356,0.2920071413857035,2.443661,26.024737157894737,0,0,0,29.71137625,0,15302.705,350,2487,0.08,0.16,0.09,0.05,0.02,297.87,0.42,0.047,3.9,0.039
2006-05-31,0.47089262613195343,0.009702457956015523,0.02457956015523933,0.3080692376225022,0.06001209151366659,0.30613543788187375,0.3146867861007575,0.05744431418522861,0.2928691678691679,2.3522144,25.77318181818182,0,0,0,28.6236448,0,15302.705,360,2583,0.08,0.16,0.09,0.05,0.02,298.12,0.42,0.046,3.7,0.037000000000000005
2006-06-30,0.43754175016700064,0.01002004008016032,0.025384101536406144,0.304448848493132,0.05860042369985649,0.30947742574934206,0.30973508230452673,0.05600565843621399,0.2953982699295752,2.079464,27.191818363636365,0,0,0,29.30892875,15302.705,15302.705,343,2525,0.08,0.16,0.09,0.05,0.02,298.38,0.42,0.046,3.9,0.039
2006-07-31,0.4220532319391635,0.013688212927756654,0.03269961977186312,0.2973129782064764,0.05762048083547884,0.3005983680870354,0.3020540910647039,0.05559739815131804,0.2883798959189263,2.1477142,27.897999849999998,0,0,0,29.443827,0,15326.368,394,2584,0.08,0.16,0.09,0.05,0.02,298.63,0.42,0.047,3.3,0.033
2006-08-31,0.45141545524100996,0.0076511094108645756,0.02142310635042081,0.31069966049490744,0.0600609009135137,0.30339202576399343,0.3157354353658133,0.0574305302553572,0.29096690847659745,2.39901775,30.573912782608694,0,0,0,31.1975065,0,15326.368,341,2459,0.11,0.41,0.06,0.03,0,298.91,0.43,0.047,3.6,0.036000000000000004
2006-09-30,0.463081130355515,0.008204193254329991,0.032816773017319965,0.30871983842964956,0.05817949899018531,0.30177179305457125,0.313331083361458,0.0560242996962538,0.29132210483680426,2.6482145,32.07050025,0,0,0,32.699375,15326.368,15326.368,335,2381,0.11,0.41,0.06,0.03,0,299.16,0.43,0.045,3.5,0.035
2006-10-31,0.45692567567567566,0.006756756756756757,0.03125,0.3033983991012498,0.05715489397556523,0.30670926517571884,0.3088996493571548,0.054934045750542664,0.2952511354528453,2.7706428,33.36636359090909,0,0,0,33.6688454,0,15456.928,385,2472,0.11,0.41,0.06,0.03,0,299.4,0.43,0.044000000000000004,3.5,0.035
2006-11-30,0.45843621399176954,0.011522633744855968,0.03709810387469085,0.3055613631611959,0.06007387274374521,0.30056453861165316,0.3110020883747141,0.057977259919779894,0.2898915890329211,3.14214275,33.29666619047619,0,0,0,32.29932125,0,15456.928,333,2358,0.11,0.41,0.06,0.03,0,299.66,0.43,0.045,3.9,0.039
2006-12-31,0.4493322859387274,0.01021209740769835,0.029065200314218383,0.3060614486306131,0.05943278187126373,0.2989712220214097,0.3110077826144308,0.05708349821923229,0.2878578024007387,3.0626785,35.11149995,0,0,0,33.976428,15456.928,15456.928,351,2275,0.11,0.41,0.06,0.03,0,299.89,0.44,0.044000000000000004,3.7,0.037000000000000005
2007-01-31,0.4489139179404666,0.009654062751407884,0.032180209171359615,0.3046922804418537,0.06048114392451129,0.3111590748018813,0.30929954284662353,0.05820268155738963,0.30039283083722074,3.1307144,35.2650004,0,0,0,35.093882,0,15493.328,351,2475,0.11,0.41,0.06,0.03,0,300.1,0.44,0.046,3.6,0.036000000000000004
2007-02-28,0.45098039215686275,0.013888888888888888,0.03104575163398693,0.2960810415922595,0.0610409428877561,0.30359230869169807,0.3010779333415934,0.05916243340354355,0.29343413999318313,3.05875,37.248947263157895,0,0,0,35.2623885,0,15493.328,309,2156,0.11,0.41,0.06,0.03,0,300.29,0.44,0.045,4,0.04
2007-03-31,0.45685670261941447,0.01078582434514638,0.036237471087124135,0.3037188194804008,0.06152346724332227,0.3054590873088405,0.30859136502398604,0.059572612298299174,0.29508244394684036,3.24991075,37.6113635,0,0,0,34.7302665,15493.328,15493.328,376,2570,0.11,0.41,0.06,0.03,0,300.51,0.44,0.044000000000000004,4.3,0.043
2007-04-30,0.4309006211180124,0.006987577639751553,0.033385093167701864,0.3024372454871452,0.062422124297219266,0.3121751025991792,0.3065441687920241,0.060226646958235514,0.3018873394601803,3.4044285999999997,39.192499850000004,0,57.166665,0,35.820183,0,15582.085,332,2452,0.11,0.41,0.06,0.03,0,300.73,0.44,0.045,4.1,0.040999999999999995
2007-05-31,0.463003663003663,0.008791208791208791,0.03076923076923077,0.30490051028110754,0.06509858389444126,0.31236973266878115,0.3100871015034352,0.0627820737631874,0.3013832571247807,4.02482125,40.09318136363636,0,69.54500025,0,39.547366,0,15582.085,357,2725,0.11,0.41,0.06,0.03,0,300.97,0.44,0.044000000000000004,3.9,0.039
2007-06-30,0.4510542168674699,0.01355421686746988,0.02635542168674699,0.29654873288307826,0.06363664528921523,0.3095754570808801,0.3022260273972603,0.061527560449942426,0.2985766595794945,4.3752675,40.04333357142857,0,67.51000024999999,0,39.40966875,15582.085,15582.085,311,2600,0.11,0.41,0.06,0.03,0,301.23,0.44,0.046,3.7,0.037000000000000005
2007-07-31,0.4081765087605451,0.006489292667099286,0.02987012987012987,0.29657110123025726,0.06063995198996154,0.30548431105047746,0.29995329042972807,0.05836101307867968,0.29403519700981157,4.9248574000000005,40.113809857142854,0,71.2439988,0,39.2724372,0,15666.738,390,2694,0.11,0.41,0.06,0.03,0,301.5,0.44,0.047,3.6,0.036000000000000004
2007-08-31,0.45869837296620775,0.010012515644555695,0.030682529743268627,0.2969230769230769,0.060974358974358975,0.30840258541089566,0.3021876068167391,0.058743102690561065,0.29774087190133103,4.65035725,39.48391256521739,0,54.660001,0,38.8938845,0,15666.738,343,2647,0.11,0.41,0.06,0.03,0,301.77,0.44,0.046,3.3,0.033
2007-09-30,0.44838976052848883,0.01486374896779521,0.028901734104046242,0.3037540711959317,0.061167933260956514,0.31073204183096176,0.3081156563167406,0.05955314604895679,0.3009200942001205,5.073214,40.943158315789475,0,53.05000025,0,40.2638635,15666.738,15666.738,340,2609,0.11,0.41,0.06,0.03,0,302.03,0.51,0.047,3.5,0.035
2007-10-31,0.4511517077045274,0.008737092930897538,0.027005559968228753,0.3085366531428889,0.061218251542266434,0.31271888376229917,0.3126280771789754,0.059214903526280775,0.3028189634519658,6.2263572,41.80478256521739,0,45.928000600000004,0,42.0095962,0,15761.967,356,2633,0.11,0.41,0.06,0.03,0,302.29,0.51,0.047,3.3,0.033
2007-11-30,0.44393241167434716,0.013824884792626729,0.0314900153609831,0.3041101159404363,0.06088246606956426,0.3079206288132798,0.30778131327740815,0.059168485549740975,0.2986715770090754,6.12071425,38.69523785714286,0,33.70000025,0,40.2148535,0,15761.967,333,2457,0.11,0.41,0.06,0.03,0,302.53,0.51,0.047,3.1,0.031
2007-12-31,0.4331508991399531,0.008600469116497263,0.03205629397967162,0.2994731176703869,0.06246105036541839,0.30541229810144516,0.3032366586179766,0.06047369706177596,0.29576356284093686,6.8462857999999995,40.32299955,0,37.1600004,0,41.3019668,15761.967,15761.967,332,2375,0.11,0.41,0.06,0.03,0,302.75,0.54,0.05,3.5,0.035
2008-01-31,0.42905405405405406,0.016891891891891893,0.033783783783783786,0.29923826934795855,0.05783059110298598,0.308473026516306,0.3029410048433215,0.05619419968489234,0.29865164604249356,5.337589250000001,38.17523790476191,0,34.90499975,0,36.898428,0,15671.383,377,2647,0.11,0.41,0.06,0.03,0,302.97,0.51,0.05,3.7,0.037000000000000005
2008-02-29,0.4394849785407725,0.013733905579399141,0.022317596566523604,0.29813089520282393,0.05621781146924368,0.2994964986399676,0.302066287616142,0.05477742338094578,0.29031900138696254,4.41598225,36.42349995,0,31.805,0,34.254158,0,15671.383,319,2458,0.11,0.41,0.06,0.03,0,303.19,0.51,0.049,4.1,0.040999999999999995
2008-03-31,0.4404476418864908,0.012789768185451638,0.0264,0.30031329255557215,0.057615992839027304,0.3049370186854516,0.3044777818896069,0.055765891428734095,0.2944895343870141,4.8444286,36.2584997,0,32.9000006,0,33.3058962,15671.383,15671.383,354,2685,0.11,0.41,0.06,0.03,0,303.38,0.51,0.051,4,0.04
2008-04-30,0.4650602409638554,0.010441767068273093,0.023311897106109324,0.30736631448836044,0.0588010241619824,0.30801613235597164,0.3121307601417881,0.056912170145726665,0.2979878992542564,5.8825895,38.23499995454546,0,38.875,0,34.760512250000005,0,15752.308,366,2688,0.11,0.41,0.06,0.03,0,303.62,0.51,0.05,3.4,0.034
2008-05-31,0.46484698097601324,0.009925558312655087,0.014072847682119206,0.3054769540338301,0.059894359554800984,0.3130957249362987,0.31068369646882044,0.057941397445529674,0.30192140000601375,6.615982,39.45619042857143,0,41.989999999999995,0,35.69371025,0,15752.308,369,2793,0.21,0.6,0.21,0.07,0.02,303.85,0.54,0.054000000000000006,7.8,0.078
2008-06-30,0.4541319181197877,0.008339651250947688,0.03335860500379075,0.3034569153219793,0.05840243393187377,0.30854841115918247,0.3087620510195376,0.05633922985040669,0.298170749054081,6.2392142,36.09619019047619,0,36.5239992,0,33.945954,15752.308,15752.308,352,2739,0.21,0.6,0.21,0.07,0.02,304.09,0.54,0.055999999999999994,5.5,0.055
2008-07-31,0.4432565789473684,0.014802631578947368,0.023868312757201648,0.3002026500389712,0.05961028838659392,0.31114092284653544,0.3045795616960457,0.057914483087184374,0.3004678048925837,5.86169625,32.038636363636364,0,31.62999925,0,32.5494375,0,15667.032,364,2760,0.21,0.6,0.21,0.07,0.02,304.36,0.54,0.057999999999999996,4.4,0.044000000000000004
2008-08-31,0.4303030303030303,0.008658008658008658,0.017316017316017316,0.3088659793814433,0.058842188739095955,0.30948150028558735,0.3123882270922373,0.05677305931920827,0.2993329290479078,6.1750895,31.08380957142857,0,34.48000075,0,32.81673625,0,15667.032,360,2658,0.25,0.68,0.27,0.09,0.02,304.61,0.57,0.061,3.8,0.038
2008-09-30,0.45397489539748953,0.011506276150627616,0.03455497382198953,0.3070531400966184,0.062512077294686,0.30819291858629466,0.3102006688963211,0.06069614765266939,0.2995043370508054,4.8238572,30.39666623809524,0,32.0359998,0,31.0047354,15667.032,15667.032,365,2745,0.25,0.68,0.27,0.09,0.02,304.86,0.57,0.061,4.7,0.047
2008-10-31,0.4673144876325088,0.015901060070671377,0.030973451327433628,0.3148359161349134,0.06039369854428397,0.31198882904448433,0.3190470980799737,0.058805831350346,0.3027964756744924,3.55508925,25.83739143478261,0,26.5399995,0,25.48947875,0,15328.027,393,2616,0.25,0.68,0.27,0.09,0.02,305.09,0.57,0.065,5.5,0.055
2008-11-30,0.4536082474226804,0.013120899718837863,0.025328330206378986,0.3037613411043682,0.059935107853151474,0.30436220425096955,0.3075924162410181,0.05846535653478775,0.29556152357850357,3.24758925,27.05157894736842,0,25.50500075,0,28.411002,0,15328.027,345,2460,0.25,0.68,0.27,0.09,0.02,305.3,0.57,0.068,6.5,0.065
2008-12-31,0.47089487402258906,0.013900955690703735,0.01998262380538662,0.30649342909080074,0.056947879727031615,0.30490640276618575,0.31130484493354293,0.055452336715735316,0.2955741079597438,3.2773572,28.14863640909091,0,30.0360002,0,31.3273684,15328.027,15328.027,331,2420,0.26,0.59,0.28,0.08,0.03,305.52,0.55,0.073,6.4,0.064
2009-01-31,0.432073544433095,0.010214504596527068,0.026557711950970377,0.30291009700323346,0.05780385359023935,0.3067715800353416,0.3062373987902839,0.05623119759329194,0.29797381645914023,3.1375,26.2675001,0,28.57999975,0,28.70643725,0,15155.94,347,2620,0.26,0.59,0.28,0.08,0.03,305.71,0.55,0.078,6.2,0.062
2009-02-28,0.44023569023569026,0.015151515151515152,0.021043771043771045,0.3005487547488392,0.060257492612916845,0.3012060911562112,0.303948436865611,0.058845919610231424,0.2925498159664932,3.387411,24.223157894736843,0,28.29,0,27.8130985,0,15155.94,342,2371,0.26,0.59,0.28,0.08,0.03,305.92,0.55,0.083,5.5,0.055
2009-03-31,0.43316831683168316,0.007425742574257425,0.023966942148760332,0.2998914970757139,0.06025881917061423,0.30358702845797486,0.30342826601511796,0.05856302970145835,0.2948035746110956,3.611857,24.50272740909091,0,33.4759998,0,27.8928184,15155.94,15155.94,375,2662,0.26,0.59,0.28,0.08,0.03,306.11,0.55,0.087,5.9,0.059000000000000004
2009-04-30,0.43874891398783666,0.011294526498696786,0.030461270670147953,0.30445798223639264,0.06063539057162377,0.3084612536667331,0.3076334208223972,0.05894575678040245,0.29973467545611204,4.411875,25.74571457142857,0,33.474999499999996,0,29.40985425,0,15134.117,360,2661,0.36,0.7,0.42,0.2,0.05,306.32,0.62,0.09,6.8,0.068
2009-05-31,0.44626743232157506,0.016406890894175553,0.026251025430680888,0.2966719317205642,0.05744610098098986,0.3076112866566883,0.3006402252742874,0.056107539450613676,0.2981878088962109,4.55285725,25.0760001,0,33.9749995,0,27.55752375,0,15134.117,400,2864,0.36,0.7,0.42,0.2,0.05,306.54,0.62,0.094,8.2,0.08199999999999999
2009-06-30,0.4326996197718631,0.009125475285171103,0.022086824067022087,0.30361315324556903,0.05989798535320434,0.3070235448378086,0.3076902136926637,0.05795720585833288,0.29647885406170854,5.0255716,24.540908863636364,0,27.8720002,0,28.1366698,15134.117,15134.117,353,2893,0.36,0.7,0.42,0.2,0.05,306.77,0.62,0.095,6.7,0.067
2009-07-31,0.4316057774001699,0.006796941376380629,0.018691588785046728,0.29919841484283527,0.05968356900537392,0.3059251028559416,0.3027359466605357,0.05770778250373606,0.2961823722187087,5.479018,24.66181822727273,0,24.99000025,0,28.55403075,0,15189.222,339,2902,0.36,0.7,0.42,0.2,0.05,307.01,0.62,0.095,6,0.06
2009-08-31,0.42547169811320756,0.010377358490566037,0.02169811320754717,0.29997119815668205,0.060195852534562215,0.3083527818595672,0.3028053947769254,0.058323409676257994,0.29970079787234044,6.013357,25.789999904761906,0,16.752,0,29.1026956,0,15189.222,388,2907,0.36,0.7,0.42,0.2,0.05,307.27,0.62,0.096,4.9,0.049
2009-09-30,0.43049792531120334,0.01037344398340249,0.02598752598752599,0.301939803329647,0.06103356547209852,0.3065099727878951,0.3047531361491541,0.059442973875014384,0.2985491392711152,6.46830325,26.458095523809522,0,19.00999975,0,28.29611175,15189.222,15189.222,389,2867,0.37,0.67,0.44,0.21,0.06,307.52,0.62,0.098,5.9,0.059000000000000004
2009-10-31,0.45472249269717624,0.011684518013631937,0.035053554040895815,0.2936166739225076,0.059346938775510207,0.30851729863625227,0.2969857690489944,0.05784581451528201,0.3010427884741667,6.88357125,26.0186365,0,14.04499975,0,27.31601725,0,15356.058,404,2714,0.37,0.67,0.44,0.21,0.06,307.76,0.62,0.1,5.4,0.054000000000000006
2009-11-30,0.4153386454183267,0.012948207171314742,0.02694610778443114,0.29169308814204187,0.05614965555011097,0.30643254620419225,0.29452797154211713,0.054721805347118006,0.29844314706700026,7.090143,26.2965005,0,12.568,0,28.9713912,0,15356.058,333,2499,0.37,0.67,0.44,0.21,0.06,307.95,0.62,0.099,5.9,0.059000000000000004
2009-12-31,0.4422680412371134,0.004123711340206186,0.02268041237113402,0.29347578254779977,0.06077977916028794,0.3102538203382099,0.2973792844633475,0.05891918939204403,0.3015391353312895,7.230982,27.76681818181818,0,14.785,0,31.189498750000002,15356.058,15356.058,332,2503,0.42,0.78,0.47,0.25,0.08,308.17,0.59,0.099,5.9,0.059000000000000004
2010-01-31,0.42371134020618556,0.013402061855670102,0.030959752321981424,0.29074367088607594,0.05957887049659202,0.3102755366113564,0.29385926381446015,0.0581861840756684,0.3023821383574087,7.21178575,26.42631594736842,0,12.465,0,28.6267165,0,15415.145,361,2689,0.43,0.76,0.51,0.26,0.07,308.38,0.61,0.098,6.1,0.061
2010-02-28,0.4307400379506641,0.011385199240986717,0.023719165085388995,0.30193905817174516,0.06107927541348687,0.3126562330181502,0.30442625951005253,0.05979397615561598,0.3046037143604499,7.161875,25.15473694736842,0,12.16,0,27.1096815,0,15415.145,348,2430,0.43,0.76,0.51,0.26,0.07,308.57,0.61,0.098,5.8,0.057999999999999996
2010-03-31,0.4411764705882353,0.012333965844402278,0.023719165085388995,0.3020863709869834,0.06396967206595795,0.3135460597862126,0.30469867211440244,0.06233401430030643,0.305603106875495,8.1047858,25.740434695652173,0,13.704,0,28.327999,15415.145,15415.145,404,2843,0.43,0.76,0.51,0.26,0.07,308.76,0.61,0.099,5.7,0.057
2010-04-30,0.4272970561998216,0.016057091882247992,0.027653880463871544,0.3035131044371863,0.0646591784168459,0.31096767338698966,0.3059716754435298,0.06286108696763638,0.30279241037180993,9.1170535,26.19333323809524,0,15.135,0,27.576281,0,15557.277,385,2851,0.43,0.76,0.51,0.26,0.07,308.94,0.61,0.099,6.4,0.064
2010-05-31,0.4524025385312783,0.013599274705349048,0.028105167724388033,0.3030891387504347,0.06468065376144662,0.31941665941839903,0.306807740498399,0.06281497981344843,0.31018441138782105,8.8917144,25.25049975,0,16.7520004,0,26.1464694,0,15557.277,379,3034,0.48,0.82,0.53,0.37,0.11,309.12,0.64,0.096,7,0.07
2010-06-30,0.41597796143250687,0.010101010101010102,0.02938475665748393,0.30515926424405565,0.06508344798707902,0.31742421975522905,0.3075818907357965,0.06316031235645383,0.3082689490766005,9.296607250000001,24.995909363636365,0,17.2399995,0,26.92338675,15557.277,15557.277,343,2942,0.48,0.82,0.53,0.37,0.11,309.32,0.64,0.094,6.9,0.069
2010-07-31,0.42397914856646396,0.007819287576020852,0.01216333622936577,0.3006243175900781,0.06590330076429911,0.32075049005880707,0.3032176554393699,0.06386925082659069,0.31036244353624437,9.1670535,25.10095257142857,0,18.06500025,0,27.605,0,15671.967,384,3058,0.48,0.82,0.53,0.37,0.11,309.54,0.64,0.094,6.8,0.068
2010-08-31,0.43120070113935144,0.007887817703768623,0.015775635407537247,0.3057146849238508,0.061422383680312984,0.3168590836664524,0.30853374085096114,0.05967988417920052,0.306862981736262,8.9944288,26.76,0,18.1679994,0,29.7980004,0,15671.967,424,3021,0.48,0.82,0.53,0.37,0.11,309.76,0.64,0.095,6.9,0.069
2010-09-30,0.449671772428884,0.010940919037199124,0.018599562363238512,0.30612070682639503,0.0618899923171044,0.3129518929689724,0.30887320462472195,0.06033559443056052,0.30527472527472527,9.94303575,28.122381047619047,0,20.12,0,32.0074995,15671.967,15671.967,427,2725,0.46,0.8,0.52,0.31,0.09,309.99,0.6,0.095,6.7,0.067
2010-10-31,0.46421052631578946,0.011578947368421053,0.029473684210526315,0.30428360413589367,0.06431884733991552,0.31879586174708946,0.30688731442305284,0.06281451067771575,0.3111395005135142,10.86839275,28.487619095238095,0,21.30999925,0,32.4575005,0,15750.625,421,2806,0.46,0.8,0.52,0.31,0.09,310.17,0.6,0.094,6.6,0.066
2010-11-30,0.42705005324813633,0.011714589989350373,0.023429179978700747,0.30094907097981555,0.06395208940459321,0.3229896741747365,0.3033417695366975,0.06247417355371901,0.3152794645856482,11.1737856,28.55238095238095,0,24.2439998,0,32.738000400000004,0,15750.625,379,2609,0.46,0.78,0.54,0.33,0.14,310.35,0.6,0.098,6.6,0.066
2010-12-31,0.4370044052863436,0.013215859030837005,0.02290748898678414,0.2998626266815272,0.06189896057440576,0.318034487229353,0.30302727794554396,0.0603239573714029,0.30931515741642324,11.49401775,28.96454518181818,0,24.9150005,0,34.974999499999996,15750.625,15750.625,339,2698,0.47,0.76,0.55,0.36,0.12,310.54,0.62,0.09300000000000001,7.1,0.071
2011-01-31,0.4072494669509595,0.007818052594171997,0.031982942430703626,0.2936023196989327,0.05999753223517799,0.3141278854462412,0.2974137931034483,0.05764719680975838,0.30243473159284245,12.0994284,28.53299995,0,25.936000399999998,0,35.6560004,0,15712.754,388,2754,0.47,0.76,0.55,0.36,0.12,310.69,0.62,0.091,7.4,0.07400000000000001
2011-02-28,0.4194865810968495,0.011668611435239206,0.018702513150204558,0.2933765985875167,0.05789000081804052,0.31434495553009223,0.2984235105916351,0.05562866062904766,0.3008906673551052,12.639018,28.14631552631579,0,27.745,0,36.26500025,0,15712.754,386,2382,0.47,0.76,0.55,0.36,0.12,310.83,0.62,0.09,7.6,0.076
2011-03-31,0.4511910322279309,0.012610929472209247,0.028958430639887903,0.30212893415049996,0.058914335744896545,0.31152188443542994,0.3079684134960517,0.05655985555483043,0.29764547155851506,12.310357,28.527826173913045,0,30.98500025,0,36.8625,15712.754,15712.754,408,2979,0.47,0.76,0.55,0.36,0.12,311.01,0.62,0.09,7,0.07
2011-04-30,0.45721518987341775,0.012658227848101266,0.02330293819655522,0.3082759660318577,0.06120295462539571,0.3113752890318689,0.3146211312700107,0.058911419423692636,0.2978173190984579,12.172768,30.6445,0,33.43999975,0,37.5649995,0,15825.096,431,3007,0.47,0.76,0.55,0.36,0.12,311.18,0.62,0.091,6.9,0.069
2011-05-31,0.44459898006490495,0.011590171534538712,0.02132591562355123,0.307743807185896,0.06090061495734973,0.31231551531687957,0.31398324802233596,0.05858675166941995,0.29718847460782943,12.1659284,31.338571476190477,0,35.4479996,0,36.7979996,0,15825.096,444,3015,0.5,0.79,0.61,0.38,0.14,311.35,0.6,0.09,6.9,0.069
2011-06-30,0.44154488517745305,0.010960334029227558,0.024008350730688934,0.30697627358729196,0.06207315222340264,0.3191101662743907,0.31218055887270124,0.05951755433484595,0.30512079141676024,11.7479465,30.723636272727273,0,33.38500025,0,36.124999,15825.096,15825.096,373,2974,0.5,0.79,0.61,0.38,0.14,311.56,0.6,0.091,7.2,0.07200000000000001
2011-07-31,0.40358056265984654,0.008695652173913044,0.022028688524590164,0.3020527859237537,0.06120436849024168,0.31969348271414483,0.30567081604426005,0.058687461248628794,0.30532493558545665,13.4679465,30.4899999,0,33.94999975,0,36.582500749999994,0,15820.7,406,3162,0.5,0.79,0.61,0.38,0.14,311.76,0.6,0.09,7.2,0.07200000000000001
2011-08-31,0.4348993288590604,0.0071588366890380315,0.022818791946308724,0.3062033738826534,0.06216954924276369,0.3204912705349739,0.31143835037606693,0.05930574042382371,0.3060616308069493,13.3162144,28.80608704347826,0,20.4079996,0,35.0759992,0,15820.7,385,3108,0.5,0.82,0.59,0.36,0.12,312,0.62,0.09,7.2,0.07200000000000001
2011-09-30,0.4410377358490566,0.013561320754716982,0.02598936798582398,0.3063573623495038,0.0629187446476248,0.3161622016683888,0.31107285464935563,0.06063649188245702,0.3039691843912242,13.960714249999999,28.27476180952381,0,19.19,0,36.16000075,15820.7,15820.7,436,2885,0.5,0.82,0.59,0.36,0.12,312.21,0.62,0.09,6.8,0.068
2011-10-31,0.45276381909547736,0.012060301507537688,0.024623115577889446,0.30539339953950273,0.05930646324162151,0.315027691162098,0.3113560366068286,0.057110172474480816,0.30165298351418574,14.2132858,28.896666380952382,0,17.652,0,37.1419998,0,16004.107,407,2892,0.5,0.82,0.59,0.36,0.12,312.4,0.62,0.08800000000000001,6.8,0.068
2011-11-30,0.47305389221556887,0.00998003992015968,0.02445109780439122,0.2998404729507812,0.059799183596865764,0.30621010138941046,0.3067530968343471,0.057496781068241354,0.2931065115039531,13.50741075,28.744285904761906,0,16.34500025,0,36.794998750000005,0,16004.107,378,2754,0.5,0.82,0.59,0.36,0.12,312.59,0.62,0.086,6.9,0.069
2011-12-31,0.460841768779968,0.012253596164091636,0.015450186467767715,0.30441524524606217,0.06077588552151913,0.3110899442100966,0.3113166457431273,0.058237253394824495,0.2962298485275649,14.13366075,29.285714523809524,0,16.8250005,0,39.3274995,16004.107,16004.107,377,2701,0.5,0.82,0.59,0.36,0.12,312.79,0.62,0.085,7.8,0.078
2012-01-31,0.44790547798066593,0.009129967776584319,0.023118279569892472,0.30545557602380613,0.06008218789854046,0.3132140730870638,0.3118225022694505,0.0572969509264698,0.2986111111111111,15.496214199999999,30.003,0,17.3080004,0,38.254000000000005,0,16129.418,447,2855,0.5,0.82,0.59,0.36,0.12,312.93,0.67,0.083,8,0.08
2012-02-29,0.4615067929188967,0.011527377521613832,0.01729818780889621,0.30994861547245217,0.06032924160243601,0.3096620656830081,0.31693526845338793,0.057563885673582046,0.29327276371167077,18.42080375,30.1055003,0,21.360000499999998,0,38.23999875,0,16129.418,373,2709,0.53,0.82,0.64,0.39,0.16,313.11,0.65,0.083,8,0.08
2012-03-31,0.4747313967369678,0.011539992041384799,0.01992825827022718,0.3067091122334187,0.060582124563167215,0.30693685925074254,0.31530322349730444,0.0576036866359447,0.2904316289065998,20.770893,31.35318177272727,0,19.44500075,0,39.079999,16129.418,16129.418,393,2996,0.53,0.82,0.64,0.39,0.16,313.28,0.65,0.08199999999999999,8.5,0.085
2012-04-30,0.47013920071845533,0.011680143755615454,0.02202247191011236,0.3053626749278923,0.0595571936009401,0.30876105485344807,0.3134056615538097,0.056718130346943355,0.2924194031340453,21.2867142,31.1965,0,15.58,0,38.8279992,0,16198.807,435,2983,0.53,0.82,0.64,0.39,0.16,313.45,0.66,0.08199999999999999,8.7,0.087
2012-05-31,0.46068548387096775,0.011088709677419355,0.01917255297679112,0.3064999423763974,0.06269447965886828,0.31591085997636004,0.3135375894182751,0.059738156296396276,0.29963265085624763,19.82473175,33.38500009090909,32.619999666666665,13.07,0,41.29249975,0,16198.807,425,3275,0.53,0.82,0.64,0.39,0.16,313.63,0.66,0.08199999999999999,8.8,0.08800000000000001
2012-06-30,0.4374693477194703,0.006866110838646395,0.017664376840039256,0.304925959504382,0.06406769416742218,0.30866505388168025,0.3111351741562895,0.06081934668832341,0.2928307922503418,20.71919625,34.962381,30.314999750000002,12.040000000000001,0,43.5949995,16198.807,16198.807,393,3072,0.53,0.82,0.64,0.39,0.16,313.83,0.66,0.08199999999999999,9.1,0.091
2012-07-31,0.42296918767507,0.013071895424836602,0.02427637721755369,0.3026249435995435,0.06064868882046926,0.3153224949527149,0.30804992044550517,0.058001640852248716,0.29929586225771937,21.5429286,35.819047285714284,27.2019996,14.728,0,44.696,0,16220.667,387,3244,0.53,0.82,0.64,0.39,0.16,314.05,0.66,0.08199999999999999,8.2,0.08199999999999999
2012-08-31,0.4336810730253353,0.008445106805762544,0.014910536779324055,0.308560331706293,0.06048916181178817,0.315378958978938,0.3138552729068906,0.05784144233143986,0.2996465732433702,23.19883925,37.10086952173913,19.58249925,19.304999000000002,0,43.692499,0,16220.667,425,3112,0.59,0.88,0.68,0.48,0.22,314.28,0.66,0.081,7.9,0.079
2012-09-30,0.42980096826250674,0.008068854222700376,0.02151694459386767,0.30505114354671875,0.06071141248132399,0.3118063143366496,0.3103112840466926,0.05806852572416775,0.29684711481261156,24.45455425,37.672105263157896,21.37500025,21.970000250000002,0,44.86499975,16220.667,16220.667,424,2960,0.59,0.88,0.68,0.48,0.22,314.5,0.66,0.078,8.2,0.08199999999999999
2012-10-31,0.45902415916627193,0.010895310279488394,0.02184235517568851,0.30664814863342155,0.06131914782107387,0.31435838271540195,0.3134951838018478,0.05840868881462551,0.29873610701288483,21.9495716,36.1857140952381,20.5100002,22.5119998,0,45.215999599999996,0,16239.138,401,2922,0.59,0.88,0.68,0.48,0.22,314.7,0.66,0.078,8.8,0.08800000000000001
