month_end,ment_health_no_good_18_24,genhlth_no_good_18_24,divorced_widowed_separated_18_24,ment_health_no_good_25on,genhlth_no_good_25on,divorced_widowed_separated_25on,ment_health_no_good,genhlth_no_good,divorced_widowed_separated,avg_close_apple_stock,avg_close_atandt_stock,avg_close_facebook_stock,avg_close_tmobile_stock,avg_close_twitter_stock,avg_close_verizon_stock,gdp_quart,gdp_fill,x0_24_suicides,x25on_suicides,all_social_media_usage,x18_29_social_media_usage,x30_49_social_media_usage,x50_64_social_media_usage,x65_social_media_usage,population_num_million,broadband_usage_per,unemp_per,psavert,personal_save_rate
2002-04-30,0.48613138686131385,0.00583941605839416,0.030656934306569343,0.3040599625234229,0.05833853841349157,0.2813241723922548,0.3182338137725921,0.053992221459620224,0.2618393960192176,0.4332142,34.09318204545455,0,0,0,37.9676086,0,13478.152,326,2427,0,0,0,0,0,287.15,0.09,0.059000000000000004,5.8,0.057999999999999996
2002-05-31,0.4211267605633803,0.005633802816901409,0.030985915492957747,0.2866150006567713,0.05740181268882175,0.2912123998423749,0.29741019214703424,0.052870270915383696,0.2697219238572622,0.42758925000000003,33.343636545454544,0,0,0,37.9941385,0,13478.152,374,2395,0,0,0,0,0,287.39,0.11,0.057999999999999996,6.5,0.065
2002-06-30,0.4700162074554295,0.009724473257698542,0.03889789303079417,0.2974516084110848,0.06001949589193706,0.2836652276841666,0.31034922253377517,0.056079530971195515,0.2640836094825389,0.3395985,31.92000055,0,0,0,36.6901205,13478.152,13478.152,302,2280,0,0,0,0,0,287.63,0.11,0.057999999999999996,6.4,0.064
2002-07-31,0.4415204678362573,0.0043859649122807015,0.03070175438596491,0.29120084177298433,0.05195317637774563,0.28896488228330924,0.30303393692289243,0.04796738218011752,0.26765799256505574,0.2857144,28.254545272727274,0,0,0,30.1183194,0,13538.072,343,2468,0,0,0,0,0,287.87,0.11,0.057999999999999996,5.5,0.055
2002-08-31,0.43025210084033616,0.0067226890756302525,0.03529411764705882,0.28310256754940183,0.054173948111305284,0.2812205941658825,0.2941759603469641,0.0506815365551425,0.26332094175960347,0.27361599999999997,26.941817863636363,0,0,0,28.009407500000002,0,13538.072,369,2418,0,0,0,0,0,288.13,0.11,0.057,5.4,0.054000000000000006
2002-09-30,0.45598591549295775,0.007042253521126761,0.040492957746478875,0.29193899782135074,0.05759803921568627,0.29139433551198257,0.30290091673992214,0.05437649127213362,0.27338942609569256,0.2577502,23.462499700000002,0,0,0,27.2548754,13538.072,13538.072,332,2309,0,0,0,0,0,288.38,0.11,0.057,5.7,0.057
2002-10-31,0.4840182648401826,0.0076103500761035,0.0289193302891933,0.30116731517509726,0.051250694830461366,0.28804891606448024,0.3126285479226656,0.04823118058412176,0.27056766762649115,0.2706695,23.526521739130434,0,0,0,32.67239575,0,13559.032,338,2248,0,0,0,0,0,288.61,0.12,0.057,5.7,0.057
2002-11-30,0.45045045045045046,0.0075075075075075074,0.036036036036036036,0.2873812101527728,0.05148562492481655,0.28244917598941416,0.2989028039454727,0.047988473900033246,0.2641028482766264,0.28258925,26.7585,0,0,0,35.94368275,0,13559.032,338,2138,0,0,0,0,0,288.8,0.15,0.059000000000000004,5.7,0.057
2002-12-31,0.4428341384863124,0.00322061191626409,0.028985507246376812,0.30172079182300426,0.05744598266269892,0.2877474446888343,0.3122177323508438,0.053363441882576655,0.26883765153315903,0.2601426,26.95142861904762,0,0,0,35.6563492,13559.032,13559.032,289,2131,0,0,0,0,0,289,0.12,0.06,5.5,0.055
2003-01-31,0.4423963133640553,0.004608294930875576,0.03456221198156682,0.3074281057166143,0.054488298987076494,0.2959189614018746,0.3160527023393385,0.05087389083086851,0.27750887383026784,0.25437525,27.30619085714286,0,0,0,34.1562775,0,13634.253,342,2338,0,0,0,0,0,289.13,0.12,0.057999999999999996,5.5,0.055
2003-02-28,0.4563106796116505,0.009101941747572815,0.03944174757281554,0.3011740200719561,0.05548191630373035,0.2854572997538345,0.31151182542793676,0.05187508166732001,0.2679123655211464,0.262634,22.989473789473685,0,0,0,32.5419945,0,13634.253,301,1991,0,0,0,0,0,289.26,0.12,0.059000000000000004,5.6,0.055999999999999994
2003-03-31,0.4730473047304731,0.00935093509350935,0.034653465346534656,0.31581879741139157,0.05400077143959199,0.29358820504028804,0.32657408868549787,0.050733785703014046,0.27443089912021146,0.26175,20.74095223809524,0,0,0,32.1363994,13634.253,13634.253,339,2426,0,0,0,0,0,289.4,0.16,0.059000000000000004,5.3,0.053
2003-04-30,0.4855421686746988,0.01144578313253012,0.02710843373493976,0.31119010248361184,0.04971840088634475,0.2896777767519158,0.322861758204387,0.0466757354191464,0.27116986906988605,0.24160725,21.54904761904762,0,0,0,31.8877375,0,13751.543,346,2285,0,0,0,0,0,289.55,0.16,0.06,5.3,0.053
2003-05-31,0.4585870889159562,0.013398294762484775,0.037758830694275276,0.3117792814257124,0.05389307157152387,0.29281425712379683,0.32168384126288097,0.05090988818241614,0.2744573558430169,0.32754475,24.354285952380952,0,0,0,33.225479,0,13751.543,338,2444,0,0,0,0,0,289.82,0.16,0.061,5.8,0.057999999999999996
2003-06-30,0.46601941747572817,0.008414239482200648,0.027831715210355986,0.3194071421466229,0.055853973938127924,0.2901124042574356,0.32858777752346074,0.05232318608377203,0.27095445181963834,0.3272498,25.88047619047619,0,0,0,35.8649926,13751.543,13751.543,351,2451,0,0,0,0,0,290.11,0.16,0.063,5.5,0.055
2003-07-31,0.45719973457199736,0.009953550099535502,0.023224950232249502,0.3119492966455403,0.054567939403308084,0.2951149129135319,0.32177090253392804,0.05124798329695359,0.27537607364874483,0.3704465,24.61,0,0,0,32.41833575,0,13985.073,330,2436,0,0,0,0,0,290.39,0.16,0.062,6.2,0.062
2003-08-31,0.4627062706270627,0.007260726072607261,0.030363036303630363,0.30965527533204,0.05456896980550167,0.2926428891210267,0.31960892316166345,0.050996052510786746,0.2739832920223997,0.36982125,23.28714280952381,0,0,0,31.78206575,0,13985.073,295,2392,0,0,0,0,0,290.66,0.17,0.061,6,0.06
2003-09-30,0.4766619519094767,0.011315417256011316,0.033946251768033946,0.31510527059488486,0.053318261033394564,0.2943808581790778,0.32457062740974413,0.05060462670872765,0.278391167192429,0.394857,22.924285857142856,0,0,0,31.208298,13985.073,13985.073,352,2202,0,0,0,0,0,290.92,0.17,0.061,5.1,0.051
2003-10-31,0.49126344086021506,0.002688172043010753,0.03024193548387097,0.3256767012395649,0.05666582342524665,0.2895162922485327,0.33624067164179106,0.052705223880597014,0.2713279537291851,0.41035699999999997,22.532174086956523,0,0,0,29.52251775,0,14145.645,335,2224,0,0,0,0,0,291.16,0.17,0.06,5.3,0.053
2003-11-30,0.4680252986647927,0.009135628952916374,0.035839775122979624,0.3222781906139345,0.057403620767044035,0.2886639070370555,0.3304697242621588,0.05413144889381553,0.27218142349083185,0.38013399999999997,23.358947157894736,0,0,0,29.18752,0,14145.645,354,2138,0,0,0,0,0,291.36,0.17,0.057999999999999996,5.4,0.054000000000000006
2003-12-31,0.4667143879742305,0.009305654974946313,0.03510028653295129,0.30752910737386807,0.05604139715394567,0.29210866752910736,0.31771708347333555,0.05280084481351702,0.2746255760368664,0.3696428,24.747272636363636,0,0,0,30.6021546,14145.645,14145.645,297,2108,0,0,0,0,0,291.55,0.19,0.057,5.4,0.054000000000000006
2004-01-31,0.47784200385356457,0.010276172125883108,0.03018625561978163,0.31159755646057014,0.05326730840429471,0.2928544983339504,0.3223480947476828,0.05024888431170615,0.2748144015791958,0.40553550000000005,26.5000001,0,0,0,33.15128525,0,14221.147,373,2231,0,0,0,0,0,291.72,0.19,0.057,5,0.05
2004-02-29,0.4582850521436848,0.008111239860950173,0.02954808806488992,0.31293124441918985,0.05592986443704846,0.2915245981490502,0.32148237420909914,0.05268906297077433,0.27419962335216574,0.41084825,25.044210421052632,0,0,0,33.794301250000004,0,14221.147,344,2158,0,0,0,0,0,291.89,0.19,0.055999999999999994,5,0.05
2004-03-31,0.4568279240661359,0.009185548071034905,0.03490508266993264,0.3150358991484388,0.05802546441243999,0.2971698113207547,0.32364258230012827,0.054881840796019904,0.2803062691904077,0.4810714,24.496956695652173,0,0,0,33.746186800000004,14221.147,14221.147,368,2468,0,0,0,0,0,292.11,0.25,0.057999999999999996,4.9,0.049
