month_end,genhlth_no_good_18_24_noTrend,genhlth_no_good_25on_noTrend,divorced_widowed_separated_noTrend,avg_close_apple_stock_noTrend,avg_close_atandt_stock_noTrend,avg_close_verizon_stock_noTrend,unemp_per_noTrend,personal_save_rate_noTrend,x24under_suicide_sa_noTrend,x25over_suicide_sa_noTrend,x24under_ment_hlth_sa_noTrend,x25over_ment_hlth_sa_noTrend
2000-08-31,0.00260515384925596,0.000985012008668358,-0.000215620382299386,0.0394535,-2.14857336956522,-5.918668,0.000999999999999994,0,0.000119782043383589,0.000224222018434268,0.00499079710858225,0.000663307159691096
2000-09-30,0.00742850599719463,0.0031023761305785,0.00871515229319941,-0.1155835,3.91888586956522,2.14994274999999,-0.00199999999999999,-0.00700000000000001,-8.42950358801531e-05,-0.000184803536237583,-0.0252536271368052,0.000738574563268535
2000-10-31,-0.00234163254481121,-0.0011318331766877,-0.00700832579043259,-0.4839148,6.89034090909091,5.30881525,0,0.001,0.000128248138303907,0.000305262076099514,-0.00979859338728223,0.00305476967106938
2000-11-30,-0.00127757229412208,-0.00188514204646111,-0.00709413963535627,-0.04335895,4.08049242424243,2.8834525,0,-0.001,-5.08462448963998e-05,4.37095445399716e-05,0.0290433033143987,0.00182568801075295
2000-12-31,-0.00345948940747155,-0.00462525368342775,-0.000826874433426938,-0.0666855,-6.38333333333333,-1.658126,0,-0.003,-2.66734643683331e-05,7.28859379011109e-06,-0.0131861317597617,-0.000285345113622548
2001-01-31,0.00095903935481185,0.00920972719322993,0.00624879721878618,0.06964305,-0.61154771428572,1.2815357,0.003,0.006,-9.837103352566e-05,0.000303490863216056,0.0116585419836254,-0.00919200848668833
2001-02-28,0.00235867046965511,-0.000810914117320975,-0.002322793529693,0.00708720000000002,-1.10805728571428,-2.65525095,0,0.001,0.00013589336751918,0.000216236366442594,-0.00324529742942498,0.00332091220658398
2001-03-31,-0.0044474249720965,-0.00015876855909145,0.00818085893569659,0.0390955,-5.18107681818182,-2.76991475,0.000999999999999994,0.004,-5.49718395952696e-05,-0.000481890617088066,-0.00799079909641287,-0.00332618605795204
2001-04-30,0.00231386504779848,-0.00157432900263266,-0.00719019653528608,0.0493529,-1.51781828181818,4.8455513,0.00100000000000001,-0.003,5.93691552288925e-05,0.000224866940905993,0.00284518399955741,0.0101497218734274
2001-05-31,-0.000188117720542309,0.00109027283337645,0.00807206421129031,-0.0266514,0.98781778181818,0.739244449999994,-0.00100000000000001,-0.006,-6.56150324996425e-05,0.000143125056078272,0.0115724030849754,-0.00364591116361873
2001-06-30,0.00251267220721633,-0.00247676500932166,-0.00441049686274725,-0.01232175,-2.21967487229437,-0.935296749999999,0.002,0,0.00010121782078153,-0.0004266502463066,0.00133494483987695,-0.00218907366306204
2001-07-31,-0.00536731375905768,0.00194593802090282,0.00388046464599195,-0.01345545,1.63952380952381,1.7015179,0.001,0.012,-2.69111919092831e-05,0.00033482859589213,0.0117044129889163,0.000211478998603742
2001-08-31,0.00624692483854597,0.0018736159827106,-0.00392544107283394,-0.04484805,0.60463777225673,-2.47943214999999,0.003,0.012,-0.000130455096202349,-7.18222214736702e-05,-0.0417271971776068,-0.00955375343055714
2001-09-30,-0.00584472694535317,0.00213275547445255,0.00416094987398263,-0.037143,1.61069627536232,-0.906066750000001,0.001,0.002,8.50507842358706e-05,-0.00050918254078795,0.0264657340150722,0.0453799083597482
2001-10-31,0.00475079229103983,-0.00445252997893372,-0.00643384824194504,0.02616965,-1.54287036231884,0.977114299999997,0.003,-0.036,4.60283102157672e-05,0.000540370355182213,-0.0197675018839569,-0.0170930549138911
2001-11-30,0.00049861927475134,-0.00473827044111974,0.00131456288515702,0.0315536,-4.60817754244307,-2.78250505,0.002,0.00699999999999999,-4.58323728952483e-05,0.000482754286408027,-0.0013800875703161,-0.0141655359810431
2001-12-31,0.00270496092736492,0.00457284144926069,-0.00550934249246432,0.0411608,0.34304708809524,-0.811189150000004,0.002,0.004,6.16254116227639e-05,-0.000271450715279609,0.029071542217266,-0.00344467698963763
2002-01-31,-0.00519130609759603,0.00699819791295175,0.0181272706504524,0.0126787,-1.1544757547619,0.0355231500000031,0,0.016,3.02476018406435e-05,0.000412752290944202,-0.0404890901394144,-0.0146969304032992
2002-02-28,-0.00299722812737093,-0.00262315114703577,-0.00600654529631645,0.014464,-1.10636662155389,-1.872839,0,-0.003,-9.42650048480543e-05,-0.000101865191770561,0.00487033438222306,-0.00217733579818452
2002-03-31,0.00125807645233826,-0.00234931330779676,-0.018414146580975,0.01450925,2.09334247631579,0.303520249999998,0,0.00100000000000001,-7.32399944959577e-05,-0.000564664807779707,0.0104275416418865,-0.0137751759723884
2002-04-30,0.000397239187645861,0.00624326392616512,0.00608462447497232,-0.00147354999999999,-4.52331790454545,-3.8621404,0.002,-0.00100000000000001,1.36571297292508e-05,0.000592519413699753,0.0264012916388622,0.0195321929094236
2002-05-31,-0.000205613241492751,-0.000936725724669817,0.00788252783804461,-0.00562494999999996,-0.749545500000004,0.0265298999999999,-0.00100000000000001,0.00700000000000001,0.000136618260703258,-0.000505979757049684,-0.0667345710102907,-0.0177972232499015
2002-06-30,0.00409067044079713,0.0026176832031153,-0.00563831437472329,-0.08799075,-1.42363599545454,-1.304018,0,-0.001,-0.000114089594560825,-0.000208721238124647,0.0620048975484986,0.011935333197934
2002-07-31,-0.00533850834541784,-0.00806631951419143,0.00357438308251684,-0.0538841,-3.66545527727273,-6.5718011,0,-0.009,7.70902225678933e-05,0.00036054121989009,-0.0175019438982555,-0.0027111285648127
2002-08-31,0.00233672416334955,0.00222077173355965,-0.00433705080545227,-0.0120984,-1.31272740909091,-2.1089119,-0.000999999999999994,-0.000999999999999994,6.49232713637671e-05,-7.34952547324606e-05,-0.0141615881153503,-0.00988317032540897
2002-09-30,0.000319564445496508,0.00342409110438099,0.0100684843360891,-0.0158658,-3.47931816363636,-0.754532100000002,0,0.003,-0.000113603263831114,0.000112421299199465,0.0163820568084623,0.00179994304299513
2002-10-31,0.00056809655497674,-0.00634734438522491,-0.00282175846920141,0.0129193,0.0640220391304318,5.41752035,0,0,-3.80894920810151e-05,-0.000217158235899281,0.0132367638581011,0.0121913841369472
2002-11-30,-0.000102842568595993,0.000234930094355185,-0.00646481934986476,0.01191975,3.23197826086957,3.271287,0.002,0,9.76570872213149e-05,0.000232025890360336,-0.0292501379558585,-0.0101050125777165
2002-12-31,-0.00428689559124342,0.00596035773788237,0.00473480325653264,-0.02244665,0.192928619047617,-0.28733355,0.000999999999999994,-0.002,-9.74740800036577e-05,7.82198575972476e-05,-0.00633977143994624,0.015099153257736
2003-01-31,0.00138768301461149,-0.00295768367562243,0.00867122229710882,-0.00576735,0.35476223809524,-1.5000717,-0.002,0,3.9385973322303e-05,7.99789956164414e-05,0.0175677235682006,0.00885579892321398
2003-02-28,0.00449364681669724,0.000993617316653858,-0.00959650830912145,0.00825874999999998,-4.31671706766917,-1.614283,0.00100000000000001,0.000999999999999994,-2.05388371261536e-06,-0.000361702399698812,0.00355317289481627,-0.00580138653679724
2003-03-31,0.000248993345936536,-0.00148114486413836,0.00651853359906507,-0.000883999999999996,-2.24852155137845,-0.405595099999999,0,-0.003,-2.18278239702825e-05,0.000354992676304175,0.0121070979080634,0.0114648543517717
2003-04-30,0.00209484803902077,-0.00428237055324724,-0.00326103005032541,-0.02014275,0.808095380952381,-0.248661900000002,0.000999999999999994,0,3.11258740409333e-05,-0.000411595747421113,0.00854708164694412,-0.00791840569577212
2003-05-31,0.00195251162995465,0.00417467068517912,0.00328748677313084,0.0859375,2.80523833333333,1.3377415,0.001,0.005,-5.81706549131408e-05,0.000153690008824164,-0.0286850244710998,0.00023691755885058
2003-06-30,-0.00498405528028413,0.00196090236660405,-0.00350290402337855,-0.000294950000000016,1.52619023809524,2.6395136,0.002,-0.003,0.00018096265726308,0.00021375074942104,0.0205477792162214,0.00872658616453104
2003-07-31,0.00153931061733485,-0.00128603453481984,0.00442162182910649,0.0431967,-1.27047619047619,-3.44665685,-0.001,0.007,-0.000137942952631972,-0.000345723563063974,0.00217411281718582,-0.00391820742779486
2003-08-31,-0.00269282402692824,1.03040219358308e-06,-0.00139278162634515,-0.000625250000000022,-1.32285719047619,-0.636269999999996,-0.001,-0.002,-0.000145709824502366,-5.1398239356024e-05,0.00261331493563616,-0.00407891741532673
2003-09-30,0.00405469118340405,-0.0012507087721071,0.00440787517002933,0.02503575,-0.362856952380955,-0.573767750000002,0,-0.009,0.000210832990860608,-0.000162785421438163,0.00460392343825466,-0.00158649196610894
2003-10-31,-0.00862724521300056,0.00334756239185208,-0.0070632134632439,0.0155,-0.392111770186332,-1.68578025,-0.001,0.002,-0.00011734582116974,6.99011644152868e-05,-0.000194096538385424,0.0135344974278807
2003-11-30,0.00644745690990562,0.000737797341797387,0.000853469761646741,-0.030223,0.826773070938213,-0.334997749999999,-0.002,0.00100000000000001,0.000162849197381235,0.000317625925684626,-0.0189204657615487,0.000282581818977556
2003-12-31,0.000170026022029939,-0.00136222361309837,0.00244415254603453,-0.0104912,1.3883254784689,1.4146346,-0.000999999999999994,0,-0.000123412540405704,-1.15871724522612e-07,-3.43701663704232e-05,-0.0139895116525618
2004-01-31,0.000970517150936795,-0.00277408874965096,0.000188825542329407,0.0358927000000001,1.75272746363637,2.54913065,0,-0.004,0.000116457197614467,-0.000215222818861728,0.0291331645697918,0.00721693411630603
2004-02-29,-0.00216493226493293,0.00266255603275375,-0.000614778227030044,0.00531274999999998,-1.45578967894737,0.643016000000003,-0.00100000000000001,0,4.01215338242601e-05,0.000586996239006177,-0.0299181450626587,0.00178638706648065
2004-03-31,0.00107430821008473,0.00209559997539153,0.00610664583824194,0.07022315,-0.547253725400459,-0.0481144499999999,0.002,-0.001,-7.13573475780948e-05,-8.91115171262075e-05,-0.0060866552883081,-0.00107526825841481
2004-04-30,0.00142618725980155,0.000128327845398513,-0.000987791636731683,0.0108481,0.325900447204969,-0.169972050000005,-0.002,0.004,-1.74208528465197e-05,-0.000324011158654377,0.0105101862707897,-0.00355945121963669
2004-05-31,-0.00292927694415272,0.00302984568820153,0.00122762518494013,-0.000205300000000019,-0.320857192857144,-1.47938555,0,-0.000999999999999994,0.000126844720844295,-0.000369698208064853,0.0122594507456251,0.00417493994084145
2004-06-30,-0.00230290070587083,-0.00423387254635858,0.000580478024937547,0.0816343,-0.269618949999998,0.339494049999999,0,0.00599999999999999,-0.000181434459733541,0.0003348805043837,0.00662079615660893,-0.00878048968466505
2004-07-31,0.00222018899429792,0.000171491267965229,0.00328534505223788,-0.0141075000000001,-0.248571523809524,-0.0831865000000036,-0.000999999999999994,-0.00599999999999999,0.000115475719624963,0.000171151103384785,-0.0200350962628194,-0.000359785495443465
2004-08-31,0.00320076158410137,-0.000102569140484586,-0.00115601791839709,0.015759,1.47709979653679,2.90751085,-0.000999999999999994,-0.00100000000000001,-8.32651356208469e-05,-0.00041100913760718,-0.0173539843290587,0.00260911790676854
2004-09-30,-0.00150815657944093,-0.0012216503587065,0.000530681265985211,0.09004475,0.829090774891778,0.995549150000002,0,-0.005,6.24418713817813e-05,0.000343989693781435,0.00982331093341188,-0.00198913278939628
2004-10-31,0.00023794103636216,0.002520201894438,-0.00634289148621897,0.1580355,-0.0461905714285749,-0.357479750000003,0.000999999999999994,-0.001,-6.91430125591558e-05,0.000188339380120224,0.00993373833500222,-0.000799807773437633
2004-11-30,0.000449747204026256,0.00174387988397992,0.00375125241091917,0.22199135,-0.359523714285711,1.40159360000001,-0.000999999999999994,-0.005,0.00017913527501752,0.000115356982432977,-0.00448115431397933,0.00572247995606995
2004-12-31,0.00350035223670307,7.59936698927002e-05,0.00445001855927757,0.10916965,-0.152922034632034,-0.661900850000002,0,0.028,-0.000186349877482254,-0.000234380906030581,0.0187868630164622,0.00512910629400726
2005-01-31,-0.00508245934032528,-0.00148241729736676,-0.000395210794859879,0.14132995,-1.07536362727273,-3.31310555,-0.00100000000000001,-0.032,0.000161719218916544,-0.000177789340654695,0.00173692883941651,-0.00250069048741774
2005-02-28,0.000616877228536582,-0.000147024468632385,-0.000483286066384425,0.2340273,-0.35178967894737,-0.8957257,0.00100000000000001,-0.004,-0.000213678523683778,0.000351319019369778,-0.0241076139673767,-0.00603871551234597
2005-03-31,0.00339353738865409,0.00172996385495273,-0.00359430113566195,-0.0419200000000002,-0.514210284688993,-0.69023,-0.002,0.002,0.000151934421182684,-0.000176622348095691,-0.0121287944986786,-0.00144534925587492
2005-04-30,-0.00466564344325763,0.000782828046721001,0.00184077067383576,-0.14258925,-0.244285850649351,-0.469895999999999,0,-0.004,-7.82866003555067e-05,6.59308852080098e-05,0.00805275383684873,0.0057486266767488
2005-05-31,-0.00102309494954199,0.000219473943354961,0.00171332071436603,0.000339150000000066,0.0152380476190466,0.113313699999999,-0.00100000000000001,0.005,7.70160711966936e-08,-0.000116277075141714,0.0155800796170736,-0.00189113504890842
2005-06-30,0.00452299450936733,-0.00102244528564382,-0.00170114107358371,-0.02060715,0.120411575757576,-0.149286699999998,-0.000999999999999994,-0.00700000000000001,6.17732881918196e-05,-0.000164748414062178,-0.013108374857823,-0.00547332805138412
2005-07-31,0.000911346483465114,-0.000243921758410669,0.00192405380812999,0.1613395,0.247136140909092,-0.3215085,0,-0.00599999999999999,8.92980990913582e-06,-0.00013390852013349,0.0200141681703651,0.000412552034933233
2005-08-31,-0.00546945805515135,-0.00224138586913734,0.00198322711708221,0.13441065,0.370630080434783,-1.3206552,-0.001,0.004,-0.000126714099583258,-6.19428464329122e-05,-0.0148634717450001,3.02931692686692e-05
2005-09-30,0.00371669672867121,-0.00102288882715859,-0.00192834702620753,0.2484466,-0.372463511387163,-0.275641799999999,0.001,0,4.17652123307422e-05,0.000520628688489642,-0.00245769264006873,0.00455709645084479
2005-10-31,-0.0031125589696715,0.00464673381743406,0.000878654739456253,0.1065534,-0.889523761904762,-1.8665446,0,0.004,-6.21237983619921e-05,-0.000173552204579069,-0.0139508408835762,-0.00333362193949105
2005-11-30,0.000487420029109178,-0.000110784130896678,0.00558623106082917,0.41791085,1.11333333333333,1.0931266,0,0.005,9.0705074640555e-05,0.00012606823785186,0.020055675699343,-0.00638416228228145
2005-12-31,0.00202101111501697,-0.00474230873958832,-0.00794034884862144,0.201875,0.695238238095239,-1.07469075,-0.001,0.001,-6.94305884502903e-05,0.000159001671425131,-0.0270627803856006,0.00211431790886479
2006-01-31,-0.00299433979330011,-0.00110544636264547,0.00656071506800504,0.13221415,0.223285421428571,0.990604149999999,-0.002,0.006,-4.66890169350798e-05,-0.000174183147511766,0.0309713018216611,0.00644302460275537
2006-02-28,0.00511149654460672,0.00106162691415703,-0.0045310117093858,-0.2563214,2.50100020263158,1.97266385,0.001,0,4.1964626882455e-05,-6.15582142867062e-05,-0.0221963881137651,-0.00396042198438717
2006-03-31,-0.00196015944008651,0.00159365879632149,0.00520865733451081,-0.23437475,-0.386521574370708,0.512615000000004,-0.001,0,-2.23092309270209e-06,-0.000165896961273355,0.0291335045349443,0.00466383760982619
2006-04-30,0.00224106375826392,0.00295027308770256,0.00124018887683552,0.20678575,-1.15874132036613,-1.232072,0,-0.003,1.67677372121427e-05,0.000349029684954136,-0.0152826625871259,-0.00778274371958099
2006-05-31,-0.00249266399520399,-0.000990956824263443,0.000862026483464395,-0.0914466000000003,-0.251555339712919,-1.08773145,-0.001,-0.00199999999999999,3.10411318280349e-06,-7.25581305535562e-05,0.00193707166349871,0.00208480901614294
2006-06-30,0.000317582124144797,-0.0014116678138101,0.0025291020604073,-0.2727504,1.41863654545455,0.685283949999999,0,0.00199999999999999,7.92912985219791e-05,-3.88123374670153e-06,-0.0202354253085034,-0.00252166368574974
2006-07-31,0.00366817284759633,-0.00097994286437765,-0.00701837401064886,0.0682501999999996,0.706181486363633,0.134898249999999,0.001,-0.006,0.000105357733454674,-9.54380790659012e-05,-0.00449472250692051,-0.0035962322133678
2006-08-31,-0.00603710351689208,0.00244042007803486,0.00258701255767113,0.25130355,2.6759129326087,1.7536795,0,0.003,-0.000202785378777902,-0.000318517686120044,0.0264690021824173,0.0116017861866046
2006-09-30,0.000553083843465416,-0.00188140192332839,0.000355196360206811,0.24919675,1.49658746739131,1.5018685,-0.002,-0.001,-5.19960366849085e-06,0.000230065211652835,0.00231391727034574,-0.00901630929421166
2006-10-31,-0.00144743649757323,-0.00102460501462008,0.00392903061604105,0.1224283,1.29586334090909,0.969470399999999,-0.000999999999999994,0,0.000108141703310374,0.000298141748271686,-0.0209510401689632,-0.00235837254519905
2006-11-30,0.00476587698809921,0.00291897876817998,-0.0053595464199242,0.37149995,-0.0696974004329007,-1.36952415,0.000999999999999994,0.004,-7.62181483959883e-05,0.000230441778285359,0.00582821474996759,0.00584405650455405
2006-12-31,-0.00131053633715762,-0.00064109087248148,-0.0020337866321824,-0.07946425,1.81483375952381,1.67710675,-0.000999999999999994,-0.00199999999999999,0.000132055760806366,-0.00017523867152359,-0.00782738752885032,0.00125965705692171
2007-01-31,-0.000558034656290467,0.00104836205324756,0.012535028436482,0.0680358999999999,0.153500449999996,1.117454,0.00199999999999999,-0.001,-0.000144291975671077,2.8489475957752e-05,0.0175871806921968,0.00177931684084459
2007-02-28,0.004234826137481,0.000559798963244811,-0.00695869084403761,-0.0719644000000002,1.9839468631579,0.168506499999999,-0.001,0.004,-3.86120917921081e-07,-0.00022598006730541,-0.00829471913638274,-0.00815853974173325
2007-03-31,-0.00310306454374251,0.000482524355566172,0.00164830395365723,0.19116075,0.362416236842108,-0.532122000000001,-0.000999999999999994,0.003,6.95704066665834e-05,0.000227614333983986,0.0012467832517925,0.00445785490047751
2007-04-30,-0.00379824670539483,0.000898657053896995,0.00680489551333996,0.15451785,1.58113635,1.0899165,0.000999999999999994,-0.002,-0.000139668706158913,-0.000318925400407656,-0.0299038637986836,-0.00457128476124802
2007-05-31,0.00180363115145724,0.00267645959722199,-0.000504082335399614,0.62039265,0.900681513636357,3.727183,-0.000999999999999994,-0.00199999999999999,5.27303423425382e-05,0.000512990877517629,0.0303730971732935,0.00211100341071241
2007-06-30,0.00476300807626109,-0.00146193860522603,-0.00280659754528623,0.35044625,-0.0498477922077925,-0.137697249999995,0.00199999999999999,-0.00199999999999999,-1.64131783912411e-05,-0.000224728525307248,0.00116600452025623,-0.00725305195440878
2007-07-31,-0.00706492420037059,-0.00299669329925369,-0.00454146256968291,0.549589900000001,0.0704762857142853,-0.137231550000003,0.001,-0.001,0.000196638833788714,1.8122302185699e-05,-0.0318839123860081,0.00356200642046678
2007-08-31,0.00352322297745641,0.000334406984397434,0.00370567489151946,-0.274500150000001,-0.629897291925467,-0.3785527,-0.001,-0.003,-0.000181143696586759,-5.59685464847342e-05,0.0476286430862334,-0.00143292040900683
2007-09-30,0.00485123332323951,0.000193574286597539,0.00317922229878947,0.42285675,1.45924575057209,1.369979,0.001,0.002,4.89865510339225e-06,0.000364303710191067,-0.0196603702818782,-0.000205492956099007
2007-10-31,-0.00612665603689767,5.03182813099204e-05,0.00189886925184529,1.1531432,0.861624249427912,1.7457327,0,-0.002,-6.00025113630396e-06,7.25446740719501e-05,-0.0120336383130853,0.00774564873015793
2007-11-30,0.00508779186172919,-0.000335785472702174,-0.00414738644289042,-0.10564295,-3.10954470807453,-1.7947427,0,-0.002,2.14677870398964e-05,2.93663406487014e-05,-0.00290161959630653,-0.00074544475784466
2007-12-31,-0.00522441567612947,0.00157858429585413,-0.00290801416813852,0.72557155,1.62776169285714,1.08711330000001,0.003,0.004,6.87831148540612e-05,-0.000169187684181936,-0.00950497201020228,-0.00387742668254482
2008-01-31,0.00829142277539463,-0.00463045926243241,0.0028880832015567,-1.50869655,-2.14776164523809,-4.4035388,0,0.002,4.26030861668111e-06,0.000259435699614285,0.0139087036045586,0.00291363670717559
2008-02-29,-0.00315798631249275,-0.0016127796337423,-0.00833264465553102,-0.921607000000001,-1.75173795476191,-2.64427000000001,-0.001,0.00399999999999999,-5.19833917089418e-05,0.000211833497341803,6.97311339395434e-05,-0.000654675037273678
2008-03-31,-0.000944137393947502,0.00139818136978363,0.00417053300005155,0.42844635,-0.165000249999999,-0.948261799999997,0.00199999999999999,-0.000999999999999994,-3.7922649298538e-05,-0.00040162822510446,-0.00366686386504089,-0.000997525634915564
2008-04-30,-0.00234800111717855,0.0011850313229551,0.00349836486724231,1.0381609,1.97650025454546,1.45461605000001,-0.000999999999999994,-0.006,4.61579969623601e-05,8.2594440697038e-05,0.020664816780083,0.00376331116479589
2008-05-31,-0.000516208755618006,0.00109333539281858,0.00393350075175736,0.7333925,1.22119047402597,0.933197999999997,0.004,0.044,-2.04932558649992e-05,-4.87106838592249e-05,-0.00194320470019932,-0.00224162183778032
2008-06-30,-0.0015859070617074,-0.00149192562292721,-0.00375065095193278,-0.3767678,-3.36000023809524,-1.74775625,0.00199999999999999,-0.023,8.04549002011202e-05,1.32178650082155e-05,0.00240038780022384,-0.000921313268230251
2008-07-31,0.00646298032799968,0.00120785445472015,0.0022970558385027,-0.377517950000001,-4.05755382683983,-1.3965165,0.002,-0.011,-2.60596945769037e-05,-0.000224915770803864,0.000118456548497348,0.000285372790279625
2008-08-31,-0.00614462292093871,-0.000768099647497966,-0.00113487584467586,0.313393250000001,-0.954826792207793,0.267298749999995,0.003,-0.00600000000000001,-3.83516799395552e-05,-0.000234523047351423,-0.0158467697637673,0.00687843324064563
2008-09-30,0.00284826749261896,0.00366988855559004,0.000171408002897611,-1.3512323,-0.687143333333331,-1.81200085,0,0.009,3.12417048091607e-05,0.000775891191715714,0.0143201072503,-0.00884932651377868
2008-10-31,0.00439478392004376,-0.00211837875040203,0.00329213862368699,-1.26876795,-4.55927480331263,-5.51525665,0.004,0.008,3.29122757918364e-05,-0.000429033596546662,-0.00145599325410456,0.0107458428214957
2008-11-30,-0.00278016035183351,-0.000458590691132493,-0.00723495209598884,-0.3075,1.21418751258581,2.92152325,0.003,0.01,-5.96808839482615e-05,0.000101165917624841,-0.00938856377595471,-0.00739348258593725
2008-12-31,0.000780055971865872,-0.00298722812611986,1.25843812402437e-05,0.0297679500000001,1.09705746172249,2.9163664,0.00499999999999999,-0.001,2.62487961615752e-05,-2.91619807527496e-05,0.0185631671241004,0.0034916595739371
2009-01-31,-0.00368645109417667,0.000855973863207737,0.00239970849939641,-0.1398572,-1.88113630909091,-2.62093115,0.005,-0.002,-9.18091027012017e-05,1.66453622684748e-05,-0.0208157808990364,-0.000434847057963317
2009-02-28,0.00493701055498808,0.00245363902267749,-0.00542400049264702,0.249911,-2.04434220526316,-0.893338750000002,0.005,-0.007,0.000123095403636017,2.17232427339037e-05,-0.00219904755018363,-0.00190864314653333
2009-03-31,-0.00772577257725773,1.32655769738421e-06,0.00225375864460237,0.224446,0.279569514354066,0.0797199000000006,0.00399999999999999,0.004,-4.55200929559316e-05,-0.000198959396843364,-0.0116969006147663,-0.00383718066078909
2009-04-30,0.00386878392443936,0.000376571401009544,0.00493110084501647,0.800018,1.24298716233766,1.51703585,0.003,0.009,-4.22509793312393e-05,7.04831621981868e-05,0.0016328148588719,0.00127677439268636
2009-05-31,0.00511236439547877,-0.00318928959063391,-0.00154686655990116,0.14098225,-0.66971447142857,-1.8523305,0.004,0.014,0.000100191146518421,0.000268421002556104,0.00578857362138124,-0.00813831189907838
2009-06-30,-0.00728141560900445,0.00245188437221448,-0.00170895483450234,0.47271435,-0.535091236363638,0.579146049999999,0.001,-0.015,-1.68697130635469e-05,0.000285580075586746,-0.000452361893262587,0.00803994696862531
